Player,Country,Start,End,Matches,Innings,Overs,Maidens,Runs,Wickets,Average,Economy,StrikeRate,BestBowlingInnings,FourWickets,FiveWickets
S Barediya,SWZ,2023,2023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J Barker,LUX,2019,2024,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LJ Barker,GUE,2019,2020,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC Barker,LUX,2019,2024,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S Barnett,IOM,2024,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P Baron,Arg,2019,2024,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC Bascombe,West Indies,2011,2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O Bascome,BER,2019,2021,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OO Bascome,BER,2008,2019,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baseer Khan,Aut,2024,2024,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basiru Jaye,GMB,2024,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC Bastiampillai,Canada,2010,2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RR Bastiansz,MLT,2022,2023,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T Batjargal,MNG,2024,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D Bau,Papau New Guinea,2017,2017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS Baugh,West Indies,2008,2012,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T Bavuma,South Africa,2019,2023,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C Bayraktar,TKY,2022,2022,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M Beitaki,Fiji,2022,2024,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR Bell,England,2006,2014,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Jones,EST,2023,2023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AR Berenger,QAT,2021,2021,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D Berthe,Mali,2024,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Bhagwat,Hong Kong,2019,2019,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IIR Bhana,PAN,2023,2023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B Bhandari,NEP,2014,2024,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M Bhanuka,Sri Lanka,2019,2021,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TS Bharaj,DEN,2019,2024,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R Bhardwaj,PORT,2021,2021,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA Bhatti,Canada,2012,2012,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E Bhonkar,ISR,2024,2024,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MP Biddappa,PHI,2019,2022,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bilal Ahmed,SRB,2019,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IS Billcliff,Canada,2010,2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW Billings (ENG/ICC),NA,2015,2022,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR Birt,Australia,2010,2012,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C Bisson,JER,2019,2019,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM Blignaut,Zimbabwe,2010,2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA Blundell,New Zealand,2017,2024,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH Bodi,South Africa,2007,2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C Bogdanos,GRC,2022,2024,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S Bogdos,GRC,2022,2022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VF Bomnyuy,CAM,2024,2024,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W Boshoff,SWE,2021,2023,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LE Bosman,South Africa,2006,2010,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P Bosnjak,CRT,2023,2024,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MV Boucher,South Africa,2005,2010,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CJ Bowes,New Zealand,2023,2023,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM Bravo,West Indies,2010,2022,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JP Bray,Ireland,2009,2009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MP Breetzke,South Africa,2023,2024,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C Brennan,JER,2021,2024,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D Brevis,South Africa,2023,2023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WC Broaster,Blz,2021,2021,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HC Brook,England,2022,2024,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSJ Brooks,West Indies,2021,2022,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NT Broom,New Zealand,2009,2017,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA Brown,Blz,2021,2021,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T Brown,Bhm,2023,2023,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S Browne,LUX,2020,2020,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DG Brownlie,New Zealand,2010,2014,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TC Bruce,New Zealand,2017,2020,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL Bruno,Arg,2021,2021,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NB Budayair,NEP,2014,2014,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Bulow,DEN,2019,2019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JA Burns,ITA,2024,2024,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K Burrows,Bhm,2022,2022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Bushell,GUE,2023,2023,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JC Buttler,England,2011,2024,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF Buurman,NED,2010,2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S Byrne,MLT,2019,2019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P Byron,SEY,2021,2021,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G Caisley,BRA,2019,2024,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J Cama,Fiji,2024,2024,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P Campbell,GMB,2022,2022,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J Campbell,Zimbabwe,2024,2024,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F Campbell,GMB,2022,2024,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L Canessane,Fran,2021,2024,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FE Carava,MOZ,2021,2022,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA Carberry,England,2014,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT Carey,Australia,2018,2021,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C Carter,Hong Kong,2015,2017,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T Caruana,GIBR,2019,2019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D Cato,CAY,2019,2019,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JJ Celestine,BER,2008,2008,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RW Chakabva,Zimbabwe,2008,2022,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARA Chambers,PORT,2021,2024,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S Chanderpaul,West Indies,2006,2010,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LD Chandimal,Sri Lanka,2010,2022,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VD Chandra,PAN,2019,2019,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S Chandramohan,SGP,2019,2024,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB Chari,Zimbabwe,2019,2019,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J Charles,West Indies,2011,2024,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charles Trott,BER,2023,2023,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J Chaturanga,BHR,2022,2022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G Chaturvedi,MLT,2019,2022,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MPS Cheema,Aut,2022,2023,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N Chejay,BHU,2019,2024,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C Chete,MWest Indies,2019,2024,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VB Chikkannaiah,GER,2019,2023,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P Chin,CAY,2022,2023,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chirag Suri,United Arab Emirates,2018,2022,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S Chophel,BHU,2019,2023,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R Chopra,United Arab Emirates,2024,2024,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Choudry Share Ali,SWE,2023,2024,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DO Christian,West Indies,2011,2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT Chuvale,MOZ,2022,2022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cihan Altun,TKY,2023,2023,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I Civric,SRB,2019,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DKJ Claude,CIV,2024,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D Cleaver,New Zealand,2022,2023,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL Cloete,South Africa,2018,2019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M Coetzee,Hong Kong,2023,2024,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M Cohen,ISR,2022,2022,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRJ Coleman,Scotland,2013,2013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LA Collado,GIBR,2019,2021,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NG Collins,FIN,2019,2023,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRF Constanzo,Chile,2023,2023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DP Conway,New Zealand,2020,2024,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN Cook,England,2007,2009,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BN Cooper,NED,2013,2021,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BKB Corbin,CAY,2023,2023,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SJ Cotter,Samoa,2019,2024,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J Clough,IOM,2022,2022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK Coventry,Zimbabwe,2010,2015,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM Cox,England,2024,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRJ Croes,NED,2024,2024,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L Croospulle,Sri Lanka,2023,2023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MH Cross,Scotland,2013,2024,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E Cruz,CRC,2024,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDP D'Silva,United Arab Emirates,2019,2019,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D Daesrath,Canada,2013,2013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Dahani,Iran,2020,2020,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S Dalton,CZK-R,2019,2019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDA Damarell,GUE,2020,2024,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P Danci,ROM,2019,2020,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S Daniel,Sri Lanka,2023,2023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danyal Akbar,HUN,2024,2024,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IK Darmawan,INA,2022,2023,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darwish Rasooli,Afghanistan,2022,2024,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RR David,Canada,2008,2008,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BJ Davidson,SRB,2021,2021,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Davidson Soler,ESP,2024,2024,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SM Davies,England,2009,2011,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N Davin,Namibia,2019,2024,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R Davson,Bhm,2021,2022,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB de Bruyn,South Africa,2017,2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TN de Grooth,NED,2008,2013,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q de Kock,South Africa,2012,2024,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S Delai,Fiji,2022,2022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D de la Puente,Peru,2019,2019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SI de Saram,Sri Lanka,2009,2009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IA De Silva,BUL,2020,2022,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devender Singh,GHA,2021,2024,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB de Villiers,South Africa,2006,2017,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dharmang Patel,QAT,2022,2022,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S Dhawan,India,2011,2021,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P Dhiman,ESP,2022,2022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dhiman Ghosh,BAN,2008,2008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MS Dhoni,India,2006,2019,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MS Diakite,Mali,2022,2024,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N Dickwella,Sri Lanka,2016,2021,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
V Dikov,BUL,2019,2019,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BI Dilruksha,SKOR,2024,2024,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dipanjan Dey,SWE,2021,2021,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH Dippenaar,South Africa,2006,2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Divyendra Singh,CZK-R,2022,2024,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Divyes Kumar,MLT,2022,2022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QF Djakaridja,CIV,2024,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BM Dlamini,SWZ,2022,2022,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TW Dlamini,SWZ,2024,2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ST Doheny,Ireland,2023,2023,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K Doriga,Papau New Guinea,2019,2024,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JN Dorji,BHU,2019,2024,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U Dorji,BHU,2019,2019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TM Dowlin,West Indies,2009,2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Dowling,BUL,2024,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R Dravid,India,2011,2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BM Duckett,England,2019,2023,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JSE Dunford,JER,2019,2024,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BR Dunk,Australia,2014,2017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J Dunn,VAN,2019,2019,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MD du Preez,Namibia,2021,2021,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E Dusingizimana,RWN,2021,2023,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G Dutta,Mex,2019,2019,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Steyn,CZK-R,2022,2024,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D Eckstein,Aut,2023,2023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J Edness,BER,2008,2008,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SA Edwards,NED,2018,2024,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JKP Ellick,STHEL,2022,2022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L Emilio,MOZ,2019,2022,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C Emmott,Chile,2019,2019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Phiri,SWZ,2022,2024,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CR Ervine,Zimbabwe,2010,2024,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R Escobar,Arg,2019,2023,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J Essex,STHEL,2024,2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fahad Ali,BRA,2019,2019,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fahad Nawaz,United Arab Emirates,2022,2022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faheem Nellancheri,FIN,2023,2024,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faisal Javed,QAT,2019,2019,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faisal Mubashir,GER,2021,2024,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faizan Asif,United Arab Emirates,2014,2015,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faizan Mumtaz,NOR,2021,2021,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Faletar,CRT,2023,2023,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D Faletar,CRT,2023,2023,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fareed Shius,MDV,2023,2023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IM Farrell,GIBR,2022,2022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB Ferbrache,GUE,2019,2024,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L Fereti,Samoa,2023,2023,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Ferguson,Arg,2019,2023,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CJ Ferguson,Australia,2009,2009,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOP Fernando,Sri Lanka,2019,2021,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNK Fernando,Sri Lanka,2023,2023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WIA Fernando,Sri Lanka,2019,2024,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NJ Ferraby,JER,2019,2021,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D Ferreira,South Africa,2023,2024,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiaz Ahmed,BHR,2019,2024,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fida Hussain,ITA,2019,2019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SE Findlay,West Indies,2008,2008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B Fitchet,GUE,2023,2024,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R Flannigan,Scotland,2012,2012,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP Fleming,New Zealand,2005,2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADS Fletcher,West Indies,2008,2024,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BT Foakes,England,2019,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD Fofana,Mali,2024,2024,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CR Foggo,BER,2008,2008,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C Forbes (SWA/SWZ),NA,2021,2023,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS Foster,England,2009,2009,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O Fournier,CRC,2019,2019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D Foxcroft,New Zealand,2023,2024,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J Fraser-McGurk,Australia,2024,2024,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TS Fray,BER,2019,2023,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JD Freyone,GIBR,2019,2023,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PG Fulton,New Zealand,2006,2012,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabor Torok,HUN,2022,2022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RD Gaikwad,India,2021,2024,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S Gajjar,CZK-R,2020,2020,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G Gambhir,India,2007,2012,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G Ganbold,MNG,2024,2024,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AR Gandhi,Kenya,2019,2019,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D Ganga,West Indies,2006,2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S Gantulga,MNG,2024,2024,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Gasteratos,GRC,2022,2024,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Gavde,CAY,2019,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R Gaznavi,SGP,2019,2024,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HS Gericke,MLT,2020,2022,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gershon Yusuf,NGA,2019,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K Ghalley,BHU,2023,2023,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ghulam Shabber,United Arab Emirates,2016,2019,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH Gibbs,South Africa,2005,2010,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC Gilchrist,Australia,2005,2008,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MK Gnanasekaram,SUI,2023,2023,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O Goker,TKY,2019,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SP Gomes,PORT,2022,2023,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LF Goncalves,BRA,2019,2019,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M Goonetilleke,MLT,2019,2021,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Gorawara,Hong Kong,2023,2024,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG Gordon,Canada,2012,2012,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S Goud,CZK-R,2019,2019,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB Gouge,JER,2023,2024,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGS Gous,United States of America,2024,2024,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Govorko,CRT,2024,2024,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R Gowthaman,SWE,2021,2021,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
