Player,Country,Start,End,Matches,Innings,Dismissals,Caught,CaughtFielder,CaughtBehind,Stumped,MaxDismissalsInnings
N Deonarine ,West Indies,2010,2013,8,8,2,2,2,0,0,2
TU Deshpande ,India,2024,2024,2,2,2,2,2,0,0,2
IA De Silva ,BUL,2020,2022,35,34,2,2,2,0,0,1
AP Devcich ,New Zealand,2013,2014,4,4,2,2,2,0,0,2
Dharmang Patel ,QAT,2022,2022,5,5,2,2,2,0,0,1
R Dhawan ,India,2016,2016,1,1,2,2,2,0,0,2
A Dhingra ,LUX,2021,2023,18,18,2,2,2,0,0,1
HB Dickson ,COK,2022,2024,9,9,2,2,2,0,0,1
A Djorovic ,SRB,2019,2023,11,11,2,2,2,0,0,1
ST Doheny ,Ireland,2023,2023,3,3,2,2,0,2,0,1
TJ Draca ,ITA,2024,2024,4,4,2,2,2,0,0,2
DC Drakes ,West Indies,2021,2022,10,10,2,2,2,0,0,1
GD Drummond ,Scotland,2008,2013,17,17,2,2,2,0,0,1
J Drysdale ,United States of America,2024,2024,8,8,2,2,2,0,0,1
B Dugic ,SRB,2019,2024,11,11,2,2,2,0,0,1
AB Dursak ,TKY,2019,2019,4,4,2,2,2,0,0,2
Ehsan Nawaz ,Hong Kong,2014,2024,6,6,2,2,2,0,0,2
E Kuchey ,FIN,2024,2024,4,4,2,2,2,0,0,2
I Elec ,TKY,2022,2024,12,11,2,2,2,0,0,1
GDR Eranga ,Canada,2019,2019,9,9,2,2,2,0,0,1
E Ernest ,Sri LankaE,2021,2021,10,10,2,2,2,0,0,2
J Evans ,ISR,2022,2024,9,9,2,2,2,0,0,1
Faheem Nellancheri ,FIN,2023,2024,13,13,2,2,2,0,0,1
Faisal Mehmood ,Belg,2021,2023,5,5,2,2,2,0,0,1
Faran Afzal ,ESP,2019,2019,9,9,2,2,2,0,0,1
G Fatouros ,GRC,2022,2022,4,4,2,2,2,0,0,1
AM Fernando ,Sri Lanka,2022,2024,7,7,2,2,2,0,0,1
N Pradeep ,Sri Lanka,2016,2021,16,16,2,2,2,0,0,1
B Fernando ,Sri Lanka,2015,2024,17,17,2,2,2,0,0,1
RS Fernando ,Sri Lanka,2023,2023,1,1,2,2,2,0,0,2
NJ Ferraby ,JER,2019,2021,18,18,2,2,2,0,0,1
D Ferreira ,South Africa,2023,2024,4,4,2,2,2,0,0,1
SP Fleming ,New Zealand,2005,2006,5,5,2,2,2,0,0,1
DR Flynn ,New Zealand,2008,2012,5,5,2,2,2,0,0,1
M Fontaine ,HUN,2021,2024,11,11,2,2,2,0,0,1
D Foxcroft ,New Zealand,2023,2024,5,4,2,2,2,0,0,2
G Ganbold ,MNG,2024,2024,13,13,2,2,2,0,0,1
CJ Gannon ,United States of America,2019,2019,4,4,2,2,2,0,0,2
LR Gaonkar ,PAN,2023,2023,4,4,2,1,0,1,1,1
JWW Gardner ,Papau New Guinea,2023,2024,6,6,2,2,2,0,0,1
S Gasteratos ,GRC,2021,2021,4,4,2,2,2,0,0,1
Gaurav Tiwari ,INA,2024,2024,10,10,2,2,2,0,0,1
Ghulam Abbas Butt ,FIN,2024,2024,8,8,2,2,2,0,0,1
K Gilham ,CZK-R,2020,2021,7,7,2,2,2,0,0,1
M Gogev ,BUL,2024,2024,7,7,2,2,2,0,0,1
R Goodwin ,PHI,2019,2022,9,9,2,2,2,0,0,1
J Grassi ,ITA,2021,2021,6,6,2,2,2,0,0,1
CJ Green ,Australia,2023,2023,1,1,2,2,2,0,0,2
S Guruvayoorappan ,Mex,2023,2024,7,7,2,0,0,0,2,1
A Halbhavi ,LUX,2021,2023,16,16,2,2,2,0,0,1
Hammad Azam ,Pakistan,2012,2013,5,5,2,2,2,0,0,1
Hammad Mirza ,OMA,2024,2024,4,4,2,1,0,1,1,2
Jandu Hamoud ,KUW,2019,2019,6,6,2,2,2,0,0,1
AS Hansra ,Canada,2012,2013,8,8,2,2,2,0,0,1
Haroon Mughal ,MLT,2019,2021,15,15,2,2,2,0,0,1
LHB Harrington-Myers ,CAY,2019,2022,9,9,2,2,2,0,0,2
E Hasahya ,UGA,2022,2022,5,5,2,2,2,0,0,1
Haseeb Amjad ,Hong Kong,2014,2016,18,18,2,2,2,0,0,1
JW Hastings ,Australia,2010,2016,9,9,2,2,2,0,0,1
C Hauptfleisch ,CAY,2019,2019,5,5,2,1,0,1,1,1
Hein Zin Aung ,MYAN,2024,2024,4,4,2,2,2,0,0,1
T Hewa ,CAY,2023,2023,3,3,2,2,2,0,0,1
R Heyns ,LUX,2020,2020,2,2,2,2,2,0,0,2
C Hinze ,Japan,2024,2024,19,19,2,2,2,0,0,1
RM Hira ,New Zealand,2012,2013,15,15,2,2,2,0,0,1
Hirenkumar Patel ,Chile,2019,2019,4,4,2,2,2,0,0,1
KC Hodsoll ,BER,2008,2021,4,4,2,2,2,0,0,1
Z Hoque ,THA,2019,2020,7,7,2,2,2,0,0,1
T Horpinitch ,SEY,2024,2024,4,4,2,2,2,0,0,2
J Horrocks ,GIBR,2023,2024,15,15,2,2,2,0,0,1
J Hurley ,Arg,2019,2021,7,7,2,2,2,0,0,1
AN Hyobeom ,SKOR,2022,2024,6,6,2,2,2,0,0,1
Izaz Ali ,SVN,2024,2024,6,6,2,2,2,0,0,2
Ikbal Hossain ,Fran,2024,2024,3,3,2,2,2,0,0,1
Imran Ali ,KUW,2019,2019,4,4,2,2,2,0,0,2
Imran Ameer ,MLT,2022,2023,19,19,2,2,2,0,0,1
Imran Arif ,KSA,2021,2021,4,4,2,2,2,0,0,1
CA Ingram ,South Africa,2010,2012,9,9,2,2,2,0,0,1
Irfan Ahmed ,Hong Kong,2014,2015,8,8,2,2,2,0,0,1
Irshad Mubbashar ,KSA,2022,2022,5,5,2,2,2,0,0,1
B Isaac ,STHEL,2022,2024,8,7,2,2,2,0,0,1
O Isesele ,NGA,2021,2021,5,5,2,2,2,0,0,1
Ismat Ullah ,BRA,2019,2019,4,4,2,2,2,0,0,1
Israr Khan ,GER,2021,2021,2,2,2,2,2,0,0,2
Itibarshah Deedar ,Aut,2022,2024,10,10,2,2,2,0,0,1
B Ivanov ,BUL,2019,2024,11,10,2,2,2,0,0,2
DF Jacobs ,THA,2019,2024,9,9,2,2,2,0,0,1
V Jagannivasan ,CZK-R,2021,2022,7,7,2,2,2,0,0,1
Jaison Jerome ,MLT,2022,2023,9,9,2,2,2,0,0,1
YYM Jakda ,LES,2021,2022,13,13,2,2,2,0,0,1
Jassim Khan ,QAT,2023,2023,8,8,2,2,2,0,0,1
Jitin Singh ,TAN,2021,2023,24,24,2,2,2,0,0,2
Joginder Sharma ,India,2007,2007,4,4,2,2,2,0,0,1
NR Johns-Wickberg ,SRB,2021,2023,19,18,2,2,2,0,0,1
GO Jones ,England,2005,2006,2,2,2,2,0,2,0,1
MBS Jonkman ,NED,2010,2010,3,3,2,2,2,0,0,2
Jun Hyunwoo ,SKOR,2022,2024,10,10,2,2,2,0,0,2
DC Jurel ,India,2024,2024,2,2,2,1,0,1,1,1
T Kahamker ,ISR,2022,2024,6,6,2,2,2,0,0,1
MO Kain ,United States of America,2021,2022,7,7,2,2,2,0,0,2
UT Kaisala ,Samoa,2022,2023,8,8,2,1,0,1,1,1
A Kalasi ,THA,2023,2024,11,11,2,2,2,0,0,1
S Kamate ,Mali,2022,2024,15,14,2,2,2,0,0,1
Karweng NG ,PHI,2019,2019,4,4,2,2,2,0,0,2
MS Kasprowicz ,Australia,2005,2005,2,2,2,2,2,0,0,1
LP Kasturiarachchige ,Aut,2021,2021,5,5,2,2,2,0,0,1
SM Katich ,Australia,2005,2006,3,3,2,2,2,0,0,1
Kawsar Khan ,BRA,2024,2024,1,1,2,2,2,0,0,2
Z Khan ,India,2006,2012,17,17,2,2,2,0,0,1
D Khanal ,NEP,2024,2024,3,3,2,2,2,0,0,2
Khurram Khan ,United Arab Emirates,2014,2014,3,3,2,2,2,0,0,1
VJ Kingma ,NED,2016,2024,25,25,2,2,2,0,0,2
M Klinger ,Australia,2017,2017,3,3,2,2,2,0,0,1
M Koli ,ROM,2022,2024,21,21,2,2,2,0,0,1
P Kotoisuva ,Fiji,2023,2024,10,10,2,2,2,0,0,2
A Krishna ,SGP,2019,2023,18,18,2,2,2,0,0,1
HGJM Kulatunga ,Sri Lanka,2008,2008,2,2,2,2,2,0,0,2
Akhil Kumar ,Canada,2024,2024,6,6,2,2,2,0,0,2
CBRLS Kumara ,Sri Lanka,2019,2023,26,25,2,2,2,0,0,1
M Kyriacou ,CYP,2021,2021,6,6,2,2,2,0,0,1
AN Lascu ,ROM,2024,2024,4,4,2,2,2,0,0,1
LC Le Tissier ,GUE,2019,2023,20,20,2,2,2,0,0,2
B Schuster ,Samoa,2022,2022,2,2,2,2,2,0,0,2
S Loday ,BHU,2022,2024,14,14,2,2,2,0,0,1
DB Loic ,CAM,2021,2024,21,21,2,2,2,0,0,1
D Long Martinez ,ESP,2024,2024,2,2,2,2,2,0,0,2
TSS Mackintosh ,Scotland,2023,2023,2,2,2,2,0,2,0,2
M Magagula (SWA/SWZ),NA,2021,2024,25,24,2,2,2,0,0,1
MF Maharoof ,Sri Lanka,2006,2016,8,8,2,2,2,0,0,1
S Mahmood ,England,2019,2024,18,17,2,2,2,0,0,1
Mahmudul Hasan Joy ,BAN,2023,2023,3,3,2,2,2,0,0,2
ML Maiava ,Samoa,2023,2023,3,3,2,2,2,0,0,1
NA Maiolo ,ITA,2019,2019,8,7,2,2,2,0,0,1
D Manani ,ROM,2019,2021,3,3,2,2,2,0,0,2
MF Manjate ,MOZ,2023,2024,7,7,2,2,2,0,0,1
Mansoor Amjad ,Pakistan,2008,2008,1,1,2,2,2,0,0,2
V Marghashayam ,CZK-R,2023,2023,2,2,2,2,2,0,0,1
M Mariyappan ,SEY,2024,2024,3,3,2,2,2,0,0,2
D Marsic ,CRT,2022,2024,9,9,2,2,2,0,0,1
A Martin ,West Indies,2011,2011,1,1,2,2,2,0,0,2
SW Masakadza ,Zimbabwe,2010,2013,7,7,2,2,2,0,0,1
WT Mashinge ,Zimbabwe,2019,2019,2,2,2,2,2,0,0,2
B Mavuta ,Zimbabwe,2018,2024,13,13,2,2,2,0,0,1
Mazharul Islam ,SEY,2021,2024,18,17,2,2,1,1,0,1
K Mendon ,CZK-R,2019,2021,17,17,2,2,2,0,0,1
Merwais Shinwari ,SVN,2024,2024,6,6,2,2,2,0,0,1
Milad Momend ,LUX,2023,2024,6,6,2,2,2,0,0,1
NO Miller ,West Indies,2009,2014,9,9,2,2,2,0,0,1
TS Mills (ENG/ICC),NA,2016,2023,16,16,2,2,2,0,0,1
SF Mire ,Zimbabwe,2018,2019,9,9,2,2,2,0,0,1
RP Mitchell ,Bhm,2021,2021,5,5,2,2,2,0,0,1
JQK Moala ,Fiji,2024,2024,6,6,2,2,2,0,0,1
SJ Modani ,United States of America,2021,2022,5,5,2,2,2,0,0,1
A Modi ,SGP,2022,2022,7,7,2,2,2,0,0,2
K Modise ,BOT,2019,2023,7,7,2,2,2,0,0,1
Mohammad Salman ,Pakistan,2011,2011,1,1,2,1,0,1,1,2
Mohammed Asghar ,KUW,2019,2019,4,4,2,2,2,0,0,1
Mohammed Nurji ,MWest Indies,2019,2019,6,6,2,2,2,0,0,1
RS Morton ,West Indies,2006,2010,7,7,2,2,2,0,0,1
JWN Moses ,BOT,2019,2021,7,7,2,2,2,0,0,1
FJ Mpegna ,CAM,2021,2024,12,12,2,2,2,0,0,2
Muhammad Burhan ,HUN,2024,2024,4,4,2,2,2,0,0,2
Muhammad Farooq ,United Arab Emirates,2024,2024,8,8,2,2,2,0,0,1
Muhammad Khan ,Hong Kong,2023,2023,6,6,2,2,0,2,0,1
Muhammad Nadeem ,KSA,2019,2019,5,5,2,2,2,0,0,2
Muhammad Saleem ,BRA,2019,2024,5,5,2,2,2,0,0,1
Mukesh Kumar ,India,2023,2024,17,17,2,2,2,0,0,1
Mukhtar Ahmed ,Pakistan,2015,2015,6,6,2,2,2,0,0,1
SR Mukkamalla ,United States of America,2024,2024,9,9,2,2,2,0,0,1
J Mulder ,Ireland,2016,2017,8,8,2,2,2,0,0,1
D Mullen ,GUE,2023,2024,10,10,2,2,2,0,0,2
LF Muller ,BRA,2024,2024,1,1,2,2,2,0,0,2
Munim Shahriar ,BAN,2022,2022,5,4,2,2,2,0,0,1
G Murali ,CRC,2019,2024,8,8,2,2,0,2,0,1
Murat Ipek ,TKY,2023,2023,4,3,2,2,2,0,0,2
Murat Yilmaz ,TKY,2023,2023,3,3,2,2,2,0,0,1
T Musekiwa ,Zimbabwe,2024,2024,5,5,2,2,2,0,0,1
A Mustafa ,Arg,2021,2023,2,2,2,2,2,0,0,2
CT Mutombodzi ,Zimbabwe,2013,2020,15,15,2,2,2,0,0,1
Myat Thu Aung ,MYAN,2023,2024,9,9,2,2,2,0,0,2
Naeem Islam ,BAN,2008,2013,10,10,2,2,2,0,0,1
B Namsrai ,MNG,2023,2024,13,13,2,2,0,2,0,2
Nanda Kumar ,CRC,2019,2019,3,3,2,2,2,0,0,2
Naved-ul-Hasan ,Pakistan,2006,2010,4,4,2,2,2,0,0,1
Nawazish Jezuli ,KSA,2019,2019,1,1,2,2,0,2,0,2
Nazmul Islam ,BAN,2018,2018,13,13,2,2,2,0,0,1
P Negi ,India,2016,2016,1,1,2,2,2,0,0,2
JD Newton ,CRT,2022,2022,4,4,2,2,2,0,0,1
SF Nhavotso ,MOZ,2021,2021,4,4,2,2,2,0,0,1
H Niaz ,Fran,2024,2024,10,10,2,2,2,0,0,1
G Nikitas ,GRC,2019,2019,2,2,2,0,0,0,2,2
I Niyomugabo ,RWN,2024,2024,2,2,2,2,2,0,0,2
Noah Mead ,Samoa,2024,2024,6,6,2,2,2,0,0,1
Noor Momand ,Belg,2019,2019,2,2,2,2,0,2,0,1
M Ntini ,South Africa,2005,2011,10,10,2,2,2,0,0,1
VM Nyauchi ,Zimbabwe,2022,2022,2,2,2,2,2,0,0,1
GH O'Brien ,BER,2008,2019,11,11,2,2,2,0,0,1
MH Oman ,SVN,2022,2022,4,4,2,2,2,0,0,1
CB Ondoa ,CAM,2021,2022,11,11,2,2,0,2,0,1
A Osei ,GHA,2022,2024,17,17,2,1,1,0,1,1
E Otieno ,Kenya,2012,2022,31,31,2,2,2,0,0,1
KO Otieno ,Kenya,2008,2008,4,4,2,2,2,0,0,1
Ousman Bah ,GMB,2022,2024,11,11,2,2,0,2,0,1
HC Overdijk ,NED,2018,2019,4,3,2,2,2,0,0,2
AM Oyede ,NGA,2019,2019,8,8,2,2,2,0,0,2
E Packard ,GIBR,2019,2021,8,8,2,2,2,0,0,1
J Pakhiaokajee ,THA,2022,2022,6,6,2,2,2,0,0,1
RJG Palmer ,JER,2019,2023,10,10,2,2,2,0,0,1
T Panyangara ,Zimbabwe,2013,2016,14,14,2,2,2,0,0,1
Pargat Singh ,Canada,2022,2024,19,19,2,2,2,0,0,1
SD Parry ,England,2014,2015,5,5,2,2,2,0,0,2
Parveen Kumar ,Canada,2024,2024,8,7,2,2,2,0,0,1
Parvez Hossain Emon ,BAN,2022,2024,6,6,2,2,2,0,0,1
AAA Patel ,LES,2021,2022,8,8,2,2,2,0,0,1
IK Pathan ,India,2006,2012,24,23,2,2,2,0,0,1
M Pathirana ,Sri Lanka,2022,2024,17,17,2,2,2,0,0,1
C Pengkumta ,THA,2019,2024,26,26,2,2,2,0,0,1
K Pierre ,West Indies,2018,2020,10,10,2,2,2,0,0,1
S Pitabeddara ,SKOR,2024,2024,3,3,2,2,2,0,0,1
OL Pitcher ,BER,2008,2008,3,3,2,2,2,0,0,2
SM Pollock ,South Africa,2005,2008,12,12,2,2,2,0,0,1
NS Poonia ,Scotland,2007,2010,8,7,2,2,2,0,0,1
A Poulose ,OMA,2017,2017,3,3,2,2,2,0,0,1
DBL Powell ,West Indies,2007,2007,5,5,2,2,2,0,0,1
AD Poynter ,Ireland,2012,2016,19,17,2,2,2,0,0,1
Pratis GC ,NEP,2023,2024,10,10,2,2,2,0,0,1
P Pustoslemsek ,SVN,2022,2022,4,4,2,2,2,0,0,1
Qadeer Ahmed ,United Arab Emirates,2015,2019,10,10,2,2,2,0,0,1
Qasim Akram ,Pakistan,2023,2023,3,3,2,2,2,0,0,1
Raees Ahmadzai ,Afghanistan,2010,2010,8,8,2,2,2,0,0,1
Raag Kapur ,Hong Kong,2019,2023,7,7,2,2,2,0,0,1
Rahat Ali ,CZK-R,2023,2024,6,6,2,2,2,0,0,1
Rahel Khan ,SWE,2021,2021,7,7,2,2,2,0,0,1
AM Rajpurohit ,GMB,2024,2024,3,3,2,2,2,0,0,1
Rakibul Hasan ,BAN,2023,2023,3,3,2,2,2,0,0,2
S Rakshit ,CZK-R,2019,2019,6,6,2,2,2,0,0,1
R Rampaul ,West Indies,2007,2021,27,27,2,2,2,0,0,1
Hamza Khan ,RWN,2023,2024,26,26,2,2,2,0,0,1
Rasheed Ali Mamadkhel ,SVN,2024,2024,6,6,2,2,2,0,0,1
Rayhaan Ahmed ,Aut,2021,2021,4,4,2,1,0,1,1,1
Raza-ur-Rehman ,Canada,2012,2013,5,5,2,2,2,0,0,1
Raza Hasan ,Pakistan,2012,2014,10,10,2,2,2,0,0,1
DJ Reekers ,NED,2008,2009,6,5,2,2,2,0,0,1
GA Reynold ,Blz,2019,2019,3,3,2,2,2,0,0,2
CR Richards ,STHEL,2022,2024,8,7,2,1,0,1,1,1
DL Richards ,STHEL,2022,2022,5,4,2,2,2,0,0,1
D Robson ,EST,2023,2024,13,13,2,2,2,0,0,1
KTK Rodrigo ,MDV,2023,2024,13,13,2,2,2,0,0,1
CB Roposo ,MOZ,2022,2024,17,17,2,2,2,0,0,1
Sachin Kumar ,BHR,2022,2024,13,13,2,2,2,0,0,1
P Sadev ,ITA,2022,2022,4,4,2,2,0,2,0,2
S Saeed ,MDV,2019,2019,5,5,2,2,2,0,0,2
Saeed Waqar Ali ,SVN,2024,2024,5,5,2,2,2,0,0,1
Sagar Pun ,NEP,2014,2015,9,9,2,2,2,0,0,1
Sajid Khan Afridi ,GRC,2024,2024,4,4,2,2,2,0,0,1
J Salazar ,Peru,2019,2019,2,2,2,2,2,0,0,1
S Samal ,RWN,2021,2021,8,8,2,2,2,0,0,2
Samader Shadab ,GRC,2024,2024,4,4,2,2,2,0,0,2
Sami Ullah ,ROM,2020,2021,9,9,2,2,2,0,0,2
AJA Samuels ,COK,2024,2024,6,6,2,2,2,0,0,1
L Sanogo ,Mali,2022,2024,15,14,2,2,2,0,0,1
Saqib Zulfiqar ,NED,2018,2024,7,7,2,2,2,0,0,2
M Sarenac ,SRB,2019,2024,27,26,2,2,2,0,0,1
A Sarma ,GER,2019,2021,5,5,2,2,2,0,0,1
H Satheedevi ,CRT,2024,2024,4,4,2,2,2,0,0,1
A Sathya ,Mex,2019,2019,3,3,2,2,2,0,0,1
BV Save ,MAS,2020,2020,2,2,2,2,2,0,0,2
J Sebanja ,UGA,2021,2023,9,9,2,2,2,0,0,1
Sediqullah Atal ,Afghanistan,2023,2024,6,6,2,2,2,0,0,1
V Sehwag ,India,2006,2012,19,18,2,2,2,0,0,1
L Shafeeg ,MDV,2019,2024,25,25,2,2,2,0,0,1
Shah Abrar Hussain ,CAM,2023,2024,9,8,2,2,2,0,0,1
Shahab Alam ,NEP,2021,2022,6,6,2,2,2,0,0,1
Shahidullah ,Afghanistan,2023,2023,3,2,2,2,2,0,0,2
Shaikh Ashraf ,Peru,2019,2019,4,4,2,2,2,0,0,2
Shakeel Ansar ,Pakistan,2012,2012,2,2,2,1,0,1,1,2
PH Shamdasani ,Peru,2019,2019,4,4,2,2,2,0,0,1
Shamsullah Ehsan ,TKY,2022,2024,8,8,2,2,2,0,0,2
Shamsur Rahman ,BAN,2013,2014,9,8,2,2,2,0,0,1
V Shankar ,India,2018,2019,9,9,2,2,2,0,0,1
Shariz Ahmad ,NED,2022,2024,11,11,2,2,2,0,0,1
P Sharma ,Kenya,2022,2024,18,17,2,2,2,0,0,1
Sherul Mehta ,Belg,2020,2021,3,3,2,2,0,2,0,2
Shoaib Ahmed ,CYP,2022,2022,5,5,2,2,2,0,0,1
Shoaib Akhtar ,Pakistan,2006,2010,15,15,2,2,2,0,0,1
Shoaib Ali ,KSA,2019,2020,8,8,2,2,2,0,0,2
Shoaib Qureshi ,FIN,2019,2019,5,5,2,2,2,0,0,1
WA Simpson ,SGP,2024,2024,6,6,2,2,2,0,0,1
RP Singh ,India,2007,2009,10,9,2,2,2,0,0,1
Siraj Ullah Khadem ,PORT,2021,2024,23,23,2,2,2,0,0,2
R Siriwardena ,CYP,2024,2024,9,9,2,2,2,0,0,1
S Snater ,NED,2018,2019,13,12,2,2,2,0,0,1
Sohag Gazi ,BAN,2012,2015,10,10,2,2,2,0,0,1
Sohel Patel ,PAN,2023,2023,4,4,2,2,2,0,0,2
S Sola ,Samoa,2019,2022,10,10,2,2,2,0,0,2
LI Salomone ,MOZ,2022,2024,14,14,2,2,2,0,0,1
M Spoors ,Canada,2022,2022,10,10,2,2,2,0,0,1
S Sreesanth ,India,2006,2008,10,9,2,2,2,0,0,2
JH Stander ,Scotland,2009,2012,11,11,2,2,2,0,0,1
J Stanigze ,SWE,2024,2024,2,2,2,2,2,0,0,1
S Stanikzay ,Fran,2024,2024,9,9,2,2,2,0,0,1
CAH Stevenson ,United States of America,2022,2022,4,4,2,2,2,0,0,1
GM Strydom ,CAY,2019,2019,6,6,2,2,2,0,0,1
Sumit Singh ,FIN,2023,2023,2,2,2,2,2,0,0,2
K Suttisan ,THA,2019,2023,4,4,2,2,2,0,0,2
Syed Naqvi ,ITA,2023,2024,4,4,2,2,2,0,0,2
Syed Rehmatullah ,MAS,2022,2022,7,6,2,2,0,2,0,1
Tahir Dar ,BHR,2019,2019,4,4,2,2,2,0,0,1
Tarun Sharma ,Mex,2019,2023,10,10,2,2,1,1,0,1
DR Tawake ,Fiji,2024,2024,6,6,2,2,2,0,0,1
P Taylor ,CZK-R,2019,2021,11,11,2,2,2,0,0,1
VE Tembo ,MOZ,2019,2024,26,25,2,1,1,0,1,1
G Thakur ,MLT,2023,2024,13,13,2,2,2,0,0,1
WU Tharanga ,Sri Lanka,2006,2018,26,26,2,2,2,0,0,1
TO Thilappan ,SGP,2023,2023,3,3,2,2,2,0,0,1
O Thomas ,West Indies,2018,2023,21,20,2,2,2,0,0,1
RA Thomas ,Canada,2019,2019,8,8,2,2,2,0,0,1
GJ Thompson ,Ireland,2016,2019,10,10,2,2,2,0,0,1
T Thushara ,Sri Lanka,2008,2010,6,6,2,2,2,0,0,1
SF Tiai ,Samoa,2019,2024,16,16,2,2,2,0,0,1
BM Tickner ,New Zealand,2019,2023,18,18,2,2,2,0,0,1
MK Tiwary ,India,2011,2012,3,3,2,2,2,0,0,2
JC Tredwell ,England,2012,2014,17,16,2,2,2,0,0,1
ME Trescothick ,England,2005,2006,3,3,2,2,2,0,0,2
A Tripathi ,Mex,2019,2024,8,8,2,2,2,0,0,1
RJ Trott ,BER,2008,2021,21,21,2,2,2,0,0,1
CP Turkich ,CRT,2022,2024,9,9,2,2,2,0,0,2
S Udhayan ,SEY,2021,2022,10,9,2,2,2,0,0,1
R Ulutuna ,TKY,2019,2019,4,4,2,2,0,2,0,2
Umran Malik ,India,2022,2023,8,8,2,2,2,0,0,1
H Upadhyay ,MNG,2024,2024,5,5,2,2,2,0,0,2
Usama Mir ,Pakistan,2024,2024,5,5,2,2,2,0,0,1
RV Uthappa ,India,2007,2015,13,12,2,2,1,1,0,1
Uzair Amir ,QAT,2023,2023,2,2,2,2,2,0,0,1
VM Vaghela ,United States of America,2021,2022,2,2,2,2,2,0,0,2
R van der Merwe ,Arg,2019,2019,5,5,2,2,2,0,0,1
M Vandrasi ,CZK-R,2024,2024,4,4,2,2,2,0,0,2
GJ van Rensburg ,Namibia,2024,2024,4,4,2,2,2,0,0,2
Vinod Kumar ,ESP,2019,2020,4,4,2,2,2,0,0,2
BA Viraliliu ,VAN,2023,2024,3,3,2,2,2,0,0,2
BV Vitori ,Zimbabwe,2012,2016,11,11,2,2,2,0,0,1
A Busing-Volschenk ,Namibia,2024,2024,1,1,2,2,2,0,0,2
JM Vujnovich ,CRT,2022,2024,9,9,2,2,2,0,0,2
Waheed Ahmed ,United Arab Emirates,2019,2020,15,15,2,2,2,0,0,1
Waqar Ul Hassan ,KSA,2023,2024,10,10,2,2,2,0,0,1
Waqar Khan ,SVN,2022,2024,7,7,2,2,2,0,0,1
Waqas Haider ,SWE,2022,2022,3,3,2,2,2,0,0,1
DKD Warnakulasuriya ,ITA,2021,2024,9,9,2,2,2,0,0,1
D Wheatley ,Bhm,2022,2023,9,9,2,2,2,0,0,1
S Weleilakeba ,Fiji,2022,2022,3,3,2,2,2,0,0,2
DN Wellalage ,Sri Lanka,2024,2024,4,4,2,2,2,0,0,1
SR Welsh ,Canada,2008,2008,1,1,2,2,2,0,0,2
J West ,GIBR,2023,2023,4,4,2,2,2,0,0,1
M Whelan ,GIBR,2022,2024,13,13,2,2,2,0,0,2
AR White ,Ireland,2008,2012,18,17,2,2,2,0,0,1
OR Willis ,CAY,2019,2023,8,8,2,1,1,0,1,1
Yasar Haroon ,BRA,2019,2024,5,5,2,2,2,0,0,1
Yasir Mehmood ,CYP,2021,2021,4,4,2,2,2,0,0,2
P Yevugah ,GHA,2023,2024,6,6,2,2,2,0,0,1
Zahid Abbas ,Kenya,2021,2021,4,3,2,2,2,0,0,1
Zaker Taqawi ,SWE,2022,2024,16,16,2,2,2,0,0,1
V Zanko ,CRT,2023,2024,7,6,2,2,2,0,0,2
Zhao Tianle ,CHN,2023,2024,7,7,2,2,2,0,0,1
C Zhuwao ,Zimbabwe,2008,2018,7,7,2,2,2,0,0,1
Zishan Shah ,DEN,2019,2019,6,4,2,2,2,0,0,1
Zohaib Sarwar ,PORT,2019,2023,14,14,2,2,2,0,0,2
Zong Yuechao ,CHN,2023,2024,8,8,2,2,2,0,0,2
B Zuiderent ,NED,2009,2010,6,6,2,2,2,0,0,1
CC Machado ,BRA,2024,2024,1,1,1,1,0,1,0,1
Aakash Chand ,NEP,2024,2024,3,3,1,1,1,0,0,1
Aamer Jamal ,Pakistan,2022,2024,6,6,1,1,1,0,0,1
P Abanda ,CAM,2021,2022,13,13,1,1,1,0,0,1
Abdullah Shahid ,MDV,2022,2022,3,3,1,1,1,0,0,1
Abdullah Sheikh ,NOR,2019,2022,5,5,1,1,1,0,0,1
Abdul Naser Baluch ,SWE,2023,2024,8,8,1,1,1,0,0,1
Abdul Rahman ,Fran,2022,2022,1,1,1,1,1,0,0,1
Abdul Samad ,Japan,2024,2024,4,4,1,1,1,0,0,1
Abdul Shakoor ,United Arab Emirates,2015,2019,6,6,1,0,0,0,1,1
JB Abega ,CAM,2021,2024,21,21,1,1,1,0,0,1
Abhilash Patil ,Mex,2024,2024,1,1,1,1,1,0,0,1
M Aboagye ,GHA,2019,2024,14,14,1,1,1,0,0,1
Abraash Khan ,Canada,2019,2019,7,7,1,1,1,0,0,1
Absar Khan ,DEN,2021,2021,2,2,1,1,1,0,0,1
Abu Jayed ,BAN,2018,2018,3,3,1,1,1,0,0,1
GR Adair ,Ireland,2023,2024,10,10,1,1,1,0,0,1
AR Adams ,New Zealand,2005,2006,4,4,1,1,1,0,0,1
BP Adapaka ,HUN,2022,2023,17,16,1,1,1,0,0,1
Aftab Hussain ,Hong Kong,2020,2022,10,10,1,1,1,0,0,1
Agha Salman ,Pakistan,2024,2024,3,3,1,1,1,0,0,1
GJ Agius ,MLT,2019,2019,2,2,1,1,1,0,0,1
P Agnihotri ,NOR,2019,2019,2,2,1,1,1,0,0,1
D Ahir ,PAN,2021,2021,5,5,1,1,1,0,0,1
