Player,Country,Start,End,Matches,Innings,Overs,Maidens,Runs,Wickets,Average,Economy,StrikeRate,BestBowlingInnings,FourWickets,FiveWickets,TenWickets
Mohammad Yousuf,Pakistan,1998,2010,93,1,0,0,3,0,Inf,3,Inf,NA,0,0,0
Mohammad Yousuf (Asia/Pak),NA,1998,2010,288,2,0,0,1,1,1,3,2,1/0,0,0,0
Mohammad Zahid,Pakistan,1996,2003,16,19,0,0,893,25,36.28333333333333,4.192530776515151,52,7/66,0,1,1
Mohammed Alamgir,SWZ,2022,2024,10,6,10.5,0,99,5,19.8,9.138461538461538,13,2/12,0,0,0
Mohammed Asghar,KUW,2019,2019,4,2,4,0,28,0,Inf,7,Inf,NA,0,0,0
Mohammed Aslam,QAT,2024,2024,1,1,4,0,20,3,6.666666666666667,5,8,3/20,0,0,0
Mohammed Faraazuddin,United Arab Emirates,2023,2023,6,5,14,0,125,2,62.5,8.928571428571429,42,1/15,0,0,0
Mohammed Irshad,QAT,2023,2024,10,7,12.3,0,127,3,42.333333333333336,10.16,25,2/26,0,0,0
Mohammed Nadeem,QAT,2019,2024,35,35,123,1,797,37,21.54054054054054,6.479674796747967,19.945945945945947,4/10,1,0,0
Mohammed Nurji,MWest Indies,2019,2019,6,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mohammed Qasim,United Arab Emirates,2016,2017,8,4,1,0,79,2,Inf,5.775,Inf,1/13,0,0,0
Mohammed Rizlan,QAT,2019,2024,36,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mohammed Sameer,BHR,2020,2020,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mohammed Shami,India,2013,2023,188,245,79.3,1,11675,448,27.006280558354796,5.936104853118577,31.90764845295413,7/57,10,11,0
Mohammed Siraj,India,2017,2024,92,117,58,2,4630,167,28.820704716101485,5.439121173994962,35.61086028365314,6/21,3,4,0
Mohibullah Oryakhel,Afghanistan,2013,2013,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mohsin Hub,Peru,2019,2019,4,3,9,0,39,2,19.5,4.333333333333333,27,1/14,0,0,0
Mohsin Kamal,Pakistan,1984,1994,28,31,0,0,1582,45,35.220238095238095,4.417345072533572,49.05952380952381,4/47,1,0,0
Mohsin Khan,Pakistan,1977,2020,126,11,9,0,107,5,Inf,4.197674418604651,Inf,3/37,0,0,0
Mohsin Shabbir,KSA,2023,2023,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mohsin Zaki,BHR,2023,2023,5,5,10,0,79,3,26.333333333333332,7.9,20,1/8,0,0,0
Moin Khan,Pakistan,1990,2004,288,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Moin-Ul-Atiq,Pakistan,1988,1989,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mominul Haque,BAN,2012,2024,102,60,3,0,784,17,Inf,6.452420361820135,Inf,3/4,0,0,0
Moniruzzaman,BAN,2003,2003,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Morshed Ali Khan,BAN,1998,1998,3,3,0,0,85,2,42.5,3.6956521739130435,69,1/26,0,0,0
Mosaddek Hossain,BAN,2016,2022,80,73,55.1,1,1454,35,Inf,5.193952158719691,Inf,5/20,0,1,0
Mosharraf Hossain,BAN,2008,2016,5,5,0,0,147,4,36.75,4.454545454545454,49.5,3/24,0,0,0
Moshiur Rahman,EST,2021,2022,4,1,0.4,0,14,0,Inf,21,Inf,NA,0,0,0
Mp Bicknell,England,1990,2003,11,14,0,0,890,27,32.73901098901099,4.028914447134786,54.456043956043956,4/84,0,0,0
Mp Biddappa,PHI,2019,2022,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mp Bowden,England,1889,1889,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mp Breetzke,South Africa,2023,2024,9,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mp Donnelly,New Zealand,1937,1949,7,1,0,0,20,0,Inf,4,Inf,NA,0,0,0
Mp Fernandes,West Indies,1928,1930,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mp Jarvis,Zimbabwe,1987,1995,17,20,0,0,844,20,42.91919191919192,3.1774066004159076,91.25252525252526,3/30,0,0,0
Mp Kuhnemann,Australia,2022,2023,7,9,0,0,471,15,31.47222222222222,4.296597385182702,45.16666666666667,5/16,0,1,0
Mp Maynard,England,1988,2000,18,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mp O'dowd,NED,2015,2024,131,20,15.4,0,252,5,78,7.109496626881163,73.25,1/7,0,0,0
Mp Stead,Canada,1979,1979,2,2,0,0,24,0,Inf,4.9655172413793105,Inf,NA,0,0,0
Mp Stoinis,Australia,2015,2024,145,112,125,0,3161,93,33.68472222222222,7.362551424432641,29.90625,4/23,1,0,0
Mp Vaughan,England,1999,2008,170,63,0,0,1210,22,67.03125,4.1668387952030095,106.375,4/22,1,0,0
Mp Yadav,India,2024,2024,3,3,12,1,83,4,20.75,6.916666666666667,18,2/32,0,0,0
Mps Cheema,Aut,2022,2023,19,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mq Sheikh,Scotland,2008,2010,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mr Adair,Ireland,2019,2024,145,148,316.2,2,5317,214,27.299821962814086,5.7707718862132875,31.663212378173007,5/39,9,1,0
Mr Benson,England,1986,1986,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mr Bynoe,West Indies,1959,1967,4,1,0,0,5,1,5,1,30,1/5,0,0,0
Mr Dorgan,SRB,2021,2021,3,2,5,0,79,2,39.5,15.8,15,1/13,0,0,0
Mr Gillespie,New Zealand,2006,2012,48,49,35,3,2255,69,30.393939393939394,5.6826199717018575,33.85421785421785,6/113,2,3,0
Mr Harvey,Australia,1947,1947,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mr Johnson,United States of America,2004,2004,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mr Marsh,Australia,2011,2024,201,165,50,0,4384,124,32.56800137598899,5.590433046471415,41.16387340901273,5/46,1,2,0
Mr Montfort,Canada,2019,2019,1,1,3,0,25,1,25,8.333333333333334,18,1/25,0,0,0
Mr Pydanna,West Indies,1980,1983,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mr Ramprakash,England,1991,2002,70,30,0,0,585,8,73.125,4.053428136109701,128.375,3/28,0,0,0
Mr Rege,India,1949,1949,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mr Swart,NED,2011,2016,38,31,53,1,657,17,63.535714285714285,5.819517476028457,72.35714285714286,2/8,0,0,0
Mr Whitney,Australia,1981,1993,50,61,0,0,2574,85,30.563266443701224,3.266851979801082,57.14771460423634,7/27,2,2,1
Mrcn Bandaratilleke,Sri Lanka,1998,2001,10,17,0,0,809,25,42.923913043478265,3.52852787456446,73.43478260869566,5/36,0,1,0
Mrittunjoy Chowdhury,BAN,2023,2023,2,2,1,0,78,0,Inf,11,Inf,NA,0,0,0
Mrj Veletta,Australia,1987,1990,28,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mrj Watt,Scotland,2015,2024,141,136,242.1,4,4226,181,23.123429416112344,5.601616118174415,27.157735895540775,5/33,5,2,0
Ms Atapattu,Sri Lanka,1990,2007,360,7,0,0,65,1,Inf,3.911764705882353,Inf,1/9,0,0,0
Ms Aulakh,Canada,2012,2013,3,3,9,0,82,3,27.333333333333332,9.11111111111111,18,2/40,0,0,0
Ms Chapman (Hkg/Nz),NA,2014,2024,104,7,14,0,99,4,24.75,7.071428571428571,21,1/9,0,0,0
Ms Crane,England,2017,2018,3,3,8,0,255,2,127.5,5.885416666666666,168,1/38,0,0,0
Ms Dhoni,India,2005,2019,188,7,0,0,67,0,Inf,4.1875,Inf,NA,0,0,0
Ms Dhoni (Asia/Ind),NA,2004,2019,350,2,0,0,31,1,31,5.166666666666667,36,1/14,0,0,0
Ms Diakite,Mali,2022,2024,11,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ms Diawara,Mali,2022,2023,10,5,16,0,133,3,44.333333333333336,8.3125,32,2/40,0,0,0
Ms Gony,India,2008,2008,2,2,0,0,76,2,38,5.846153846153846,39,2/65,0,0,0
Ms Graham,Bhm,2021,2021,6,6,17,0,118,2,59,6.9411764705882355,51,1/16,0,0,0
Ms Hardikar,India,1958,1958,2,3,0,0,55,1,55,3.0555555555555554,108,1/9,0,0,0
Ms Harris,Australia,2018,2022,14,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ms Kasprowicz,Australia,1995,2006,83,117,7,0,5447,185,23.090010126359353,5.259901173952727,34.9315986439484,7/36,2,6,0
Ms Nichols,England,1930,1939,14,24,0,0,1152,41,28.097560975609756,2.694736842105263,62.5609756097561,6/35,0,2,0
Ms Panesar,England,2006,2013,77,112,4,0,6817,193,31.848636061210915,5.761183038860596,47.066866267465066,6/37,0,12,2
Ms Sinclair,New Zealand,1999,2010,89,2,0,0,14,0,Inf,2,Inf,NA,0,0,0
Ms Tshabalala,South Africa,2007,2007,4,4,0,0,151,3,50.333333333333336,6.04,50,1/30,0,0,0
Ms Wade,Australia,2011,2024,225,4,0,0,28,0,Inf,5.6,Inf,NA,0,0,0
Msk Prasad,India,1998,2000,23,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mss Mandy,Chile,2019,2019,4,3,8,0,43,3,14.333333333333334,5.375,16,2/19,0,0,0
Mt Chinouya,Zimbabwe,2013,2016,4,5,0,0,238,4,56.33333333333333,3.921850079744817,90,1/45,0,0,0
Mt Diaby,Mali,2022,2023,10,5,10.2,0,84,6,14,8.129032258064518,10.333333333333332,2/6,0,0,0
Mt Renshaw,Australia,2016,2023,14,3,0,0,20,0,Inf,4,Inf,NA,0,0,0
Mtg Elliott,Australia,1996,2004,22,2,0,0,4,0,Inf,2,Inf,NA,0,0,0
Mtm Faatea,Samoa,2023,2023,3,3,10,0,88,3,29.333333333333332,8.8,20,2/23,0,0,0
Mtmmj Ave,COK,2022,2024,12,6,14.2,0,98,6,16.333333333333332,6.837209302325581,14.333333333333334,2/4,0,0,0
Muaviath Ganee,MDV,2019,2023,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mubasir Khan,Pakistan,2023,2023,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mubeen Tariq,PORT,2023,2023,1,1,2,0,32,0,Inf,16,Inf,NA,0,0,0
Mudassar Bukhari,NED,2007,2016,84,81,117.2,4,2381,100,23.11362709098327,5.682900964457939,26.045695634434924,4/7,3,0,0
Mudassar Muhammad,GER,2019,2023,10,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mudassar Nazar,Pakistan,1976,1989,198,200,0,0,5964,177,34.64127764127764,3.393701817255461,67.07391482391482,6/32,1,2,0
Mufasir-Ul-Haq,Pakistan,1965,1965,1,2,0,0,84,3,28,2.27027027027027,74,2/50,0,0,0
Muhaddis Muhaddis,INA,2023,2023,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Muhamad Syahadat,MAS,2019,2024,31,10,23.5,0,140,11,12.727272727272727,5.874125874125874,13,3/7,0,0,0
Muhammad Afis,INA,2022,2023,4,2,4,0,45,0,Inf,11.25,Inf,NA,0,0,0
Muhammad Amin (Swa/Swz),NA,2021,2024,10,5,14,0,118,1,118,8.428571428571429,84,1/21,0,0,0
Muhammad Amir,MAS,2019,2024,50,27,78,2,512,32,16,6.564102564102564,14.625,5/16,0,1,0
Muhammad Ansar,KUW,2020,2020,4,4,13.5,0,143,6,23.833333333333332,10.33734939759036,13.833333333333334,3/27,0,0,0
Muhammad Asjed,ESP,2019,2021,3,1,1,0,9,0,Inf,9,Inf,NA,0,0,0
Muhammad Awais,GRC,2019,2019,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Muhammad Babar,ESP,2024,2024,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Muhammad Burhan,HUN,2024,2024,4,4,15,0,99,7,14.142857142857142,6.6,12.857142857142858,4/25,1,0,0
Muhammad Farooq,United Arab Emirates,2022,2024,11,11,29,0,282,10,Inf,4.906593406593407,Inf,2/14,0,0,0
Muhammad Hamayun,KSA,2019,2019,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Muhammad Imran,FIN,2022,2022,1,1,4,0,16,1,16,4,24,1/16,0,0,0
Muhammad Jabir,QAT,2023,2024,14,14,46,0,388,15,25.866666666666667,8.434782608695652,18.4,4/37,1,0,0
Muhammad Jawadullah,United Arab Emirates,2023,2024,30,30,88.4,1,963,45,30.268796992481207,7.058325961963732,26.428571428571427,4/26,2,0,0
Muhammad Kaleem,United Arab Emirates,2016,2016,9,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Muhammad Kashif,KUW,2019,2022,21,12,32,1,271,12,22.583333333333332,8.46875,16,3/30,0,0,0
Muhammad Khan,Hong Kong,2023,2023,6,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Muhammad Khurram,MWest Indies,2019,2019,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Muhammad Moiz,ROM,2024,2024,8,7,23.3,1,173,12,14.416666666666666,7.361702127659575,11.75,3/26,0,0,0
Muhammad Muneeb,Belg,2020,2024,32,3,4,0,47,1,47,11.75,24,1/18,0,0,0
Muhammad Murad,QAT,2021,2023,15,15,46.5,1,338,16,21.125,7.217081850533807,17.5625,3/17,0,0,0
Muhammad Musa,Pakistan,2019,2020,5,5,7.5,0,277,2,Inf,6.620772099144549,Inf,2/21,0,0,0
Muhammad Nadeem,KSA,2019,2019,5,2,5,0,49,5,9.8,9.8,6,3/16,0,0,0
Muhammad Nadir,RWN,2023,2024,36,36,131,6,682,28,24.357142857142858,5.206106870229007,28.071428571428573,3/47,0,0,0
Muhammad Naeem,KSA,2019,2020,7,1,1,0,13,0,Inf,13,Inf,NA,0,0,0
Muhammad Rafique,BHR,2019,2019,2,2,5,0,63,2,31.5,12.6,15,1/31,0,0,0
Muhammad Safdar,BHR,2022,2022,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Muhammad Saleem,BRA,2019,2024,5,4,11,1,45,5,9,4.090909090909091,13.2,3/19,0,0,0
Muhammad Salman,BHR,2024,2024,1,1,1,0,12,0,Inf,12,Inf,NA,0,0,0
Muhammad Saqib,KSA,2022,2022,5,5,16.4,0,155,5,31,9.3,19.999999999999996,2/17,0,0,0
Muhammad Siddiqui,SVN,2022,2024,9,9,33,0,185,11,16.818181818181817,5.606060606060606,18,3/10,0,0,0
Muhammad Tahir,GRC,2024,2024,2,2,2.5,0,21,1,21,7.411764705882352,17,1/9,0,0,0
Muhammad Tanveer,QAT,2019,2024,53,20,50.3,0,392,11,35.63636363636363,7.762376237623762,27.545454545454547,2/31,0,0,0
Muhammad Umar,KUW,2024,2024,11,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Muhammad Usman,United Arab Emirates,2016,2022,85,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Muhammad Wafiq,MAS,2019,2024,32,30,94.4,3,731,24,30.458333333333332,7.721830985915493,23.666666666666668,3/10,0,0,0
Muhammad Waseem,United Arab Emirates,2021,2024,117,14,9.5,0,188,5,Inf,8.768679875865361,Inf,2/13,0,0,0
Muhammad Younis,BHR,2020,2022,14,1,1,0,13,0,Inf,13,Inf,NA,0,0,0
Muhammad Zafar Khan,TAN,2024,2024,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Muhammad Zaghlool,Blz,2021,2021,2,2,4,0,39,0,Inf,9.75,Inf,NA,0,0,0
Muhammed Manga,GMB,2022,2024,11,1,1.2,0,19,0,Inf,14.25,Inf,NA,0,0,0
Muhammed Shanil,United Arab Emirates,2016,2016,1,1,4,0,49,0,Inf,12.25,Inf,NA,0,0,0
Muhammed Turkmen,TKY,2023,2024,6,4,10,0,73,3,24.333333333333332,7.3,20,3/7,0,0,0
Muhammet Bicer,TKY,2023,2024,6,1,1,0,5,0,Inf,5,Inf,NA,0,0,0
Muhammet Kursat,TKY,2023,2023,4,3,5,0,35,2,17.5,7,15,2/17,0,0,0
Mujahid Jamshed,Pakistan,1997,1997,4,1,0,0,6,1,6,1.5,24,1/6,0,0,0
Mujeeb Ur Rahman,Afghanistan,2017,2024,122,121,168,1,4006,161,40.4827431895732,5.2287586405529956,48.790624825194385,5/50,4,2,0
Mukesh Kumar,India,2023,2024,26,29,54,0,883,32,31.107142857142858,6.121437074488718,34.52380952380952,4/22,1,0,0
Mukesh Singh,Mex,2023,2023,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mukhtar Ahmed,Pakistan,2015,2015,6,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mukhtar Ghulami,Fran,2023,2024,15,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mukhtiar Singh,ESP,2019,2019,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Muktar Ali,BAN,2016,2016,1,1,2,0,17,0,Inf,8.5,Inf,NA,0,0,0
Munim Shahriar,BAN,2022,2022,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Munir Ahmad,Afghanistan,2021,2021,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Munir Dar,Hong Kong,2008,2014,4,2,0,0,89,0,Inf,4.944444444444445,Inf,NA,0,0,0
Munir Malik,Pakistan,1959,1962,3,4,0,0,358,9,39.77777777777778,3.1403508771929824,76,5/128,0,1,0
Murat Ipek,TKY,2023,2023,4,1,1,0,3,0,Inf,3,Inf,NA,0,0,0
Murat Yilmaz,TKY,2023,2023,3,3,4.5,0,29,0,Inf,6,Inf,NA,0,0,0
Murid Ekrami,Belg,2019,2024,25,25,75.5,0,551,20,27.55,7.265934065934067,22.75,2/16,0,0,0
Murtaza Yamin,CYP,2021,2021,1,1,3,0,29,0,Inf,9.666666666666666,Inf,NA,0,0,0
Musa Ahmed,NED,2021,2024,15,1,0,0,5,0,Inf,5,Inf,NA,0,0,0
Musa Shaheen,DEN,2019,2023,21,2,3.2,0,21,3,7,6.3,6.666666666666667,3/11,0,0,0
Musa Twala,SWZ,2022,2022,5,1,2,0,24,0,Inf,12,Inf,NA,0,0,0
Musaddiq Ahmed,GER,2024,2024,4,4,14,0,103,2,51.5,7.357142857142857,42,1/22,0,0,0
Musawar Shah,QAT,2019,2024,14,14,45,1,303,16,18.9375,6.733333333333333,16.875,3/18,0,0,0
Mushfiqur Rahim,BAN,2005,2024,468,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mushfiqur Rahman,BAN,2000,2004,38,43,0,0,1806,32,57.522267206477736,4.022755172755173,87.55263157894737,4/65,0,0,0
Mushtaq Ahmed,Pakistan,1989,2003,196,231,0,0,11461,346,33.135554809467855,3.592437256949929,57.295736108779586,7/56,3,11,3
Mushtaq Mohammad,Pakistan,1959,1979,67,72,0,0,2332,79,Inf,2.9597772949483976,Inf,5/28,0,3,0
Muslim Yar,GER,2019,2024,44,44,154,4,947,58,16.32758620689655,6.14935064935065,15.931034482758621,3/9,0,0,0
Mustafa Omer,Fran,2021,2021,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mustafizur Rahman,BAN,2015,2024,228,236,379.4,8,8445,335,28.082289511771883,5.291622361333313,38.82673130403813,6/43,9,7,0
Mustapha Suwareh,GMB,2022,2024,11,2,3,0,52,1,52,17.333333333333332,18,1/6,0,0,0
Mustapha Yusuf,NGA,2021,2021,5,5,14,0,120,3,40,8.571428571428571,28,1/18,0,0,0
Muzahir Raza,OMA,2024,2024,7,7,11,0,133,7,20.05,5.40625,30.6,3/42,0,0,0
Muzammil Shahzad,PHI,2022,2022,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mv Boucher,South Africa,2005,2010,25,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mv Boucher (Afr/Sa),NA,1998,2011,295,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mv Boucher (Icc/Sa),NA,1997,2012,147,1,0,0,6,1,6,4.5,8,1/6,0,0,0
Mv Fleming,England,1997,1998,11,11,0,0,434,17,25.529411764705884,4.978967495219885,30.764705882352942,4/45,1,0,0
Mv Matsau,LES,2021,2024,14,12,25.2,0,239,7,34.142857142857146,9.43421052631579,21.714285714285715,2/18,0,0,0
Mv Nagamootoo,West Indies,2000,2002,29,32,0,0,1635,30,54.263888888888886,3.797198888066986,95.27777777777777,4/32,1,0,0
Mv Narasimha Rao,India,1978,1979,4,6,0,0,227,3,75.66666666666667,2.9416846652267816,154.33333333333334,2/46,0,0,0
Mv Pavlovic,SRB,2022,2024,16,14,46.2,0,285,21,13.571428571428571,6.151079136690647,13.238095238095237,4/13,3,0,0
Mvt Fernando,Sri Lanka,2016,2024,34,52,2,0,2676,76,Inf,6.14971554626727,Inf,5/101,0,1,0
Mw Alleyne,England,1999,2000,10,9,0,0,280,10,28,4.590163934426229,36.6,3/27,0,0,0
Mw Booth,England,1913,1914,2,3,0,0,130,7,18.571428571428573,2.5,44.57142857142857,4/49,0,0,0
Mw Douglas,New Zealand,1994,1995,6,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mw Forde,West Indies,2023,2024,14,14,17.3,0,459,21,21.932692307692307,7.617245817245816,19.370192307692307,3/29,0,0,0
Mw Gatting,England,1977,1995,171,46,0,0,653,14,56.425,3.83605623100304,113.6,3/32,0,0,0
Mw Goodwin,Zimbabwe,1998,2000,90,23,0,0,279,4,Inf,4.279818378964489,Inf,1/12,0,0,0
Mw Machan,Scotland,2013,2016,36,23,22.3,0,540,14,36.93333333333333,6.332338308457711,35.83333333333333,3/31,0,0,0
Mw Parkinson,England,2019,2022,12,12,20,0,448,13,38.628571428571426,6.26267576509512,50.58095238095238,4/47,1,0,0
Mw Priest,New Zealand,1990,1998,21,22,0,0,748,11,63.20833333333333,3.611017833963542,109.83333333333334,2/42,0,0,0
Mw Pringle,South Africa,1992,1995,21,22,0,0,874,27,40.72727272727273,3.3250899090332133,84.97272727272727,4/11,1,0,0
Mw Rushmere,South Africa,1992,1992,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mw Short,Australia,2023,2024,25,13,8,0,253,8,87.5,8.6875,84.42857142857143,5/22,0,1,0
Mw Sievers,Australia,1936,1937,3,5,0,0,161,9,17.88888888888889,1.6046511627906979,66.88888888888889,5/21,0,1,0
Mw Tate,England,1924,1935,39,68,0,0,4055,155,26.161290322580644,1.9428252016290029,80.79354838709678,6/42,0,7,1
Mwa Van Nierop,NED,2006,2006,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Mwr Stokes,GUE,2019,2024,38,27,72.2,3,551,23,23.956521739130434,7.617511520737327,18.869565217391305,3/42,0,0,0
Mww Selvey,England,1976,1977,3,5,0,0,343,6,57.166666666666664,4.182926829268292,82,4/41,0,0,0
Myat Thu Aung,MYAN,2023,2024,9,3,5,0,36,2,18,7.2,15,1/12,0,0,0
Mz Zahir,Canada,2009,2009,1,1,0,0,35,2,17.5,7,15,2/35,0,0,0
N Acawei,Fiji,2022,2023,10,0,0,0,0,0,NA,NA,NA,NA,0,0,0
N Advani,GIBR,2019,2024,9,4,8.2,0,52,5,10.4,6.240000000000001,9.999999999999998,4/14,1,0,0
N Ahir,PAN,2021,2023,11,9,19,1,190,2,95,10,57,1/9,0,0,0
N Betancourt,West Indies,1930,1930,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
N Boje,South Africa,2000,2006,44,73,4,0,4292,101,34.825,4.859338747099768,55.1,5/62,0,3,0
N Boje (Afr/Sa),NA,1995,2005,115,108,0,0,3415,96,35.572916666666664,4.512221977537987,47.302083333333336,5/21,2,1,0
N Brand,South Africa,2024,2024,2,2,0,0,171,8,21.375,4.384615384615385,29.25,6/119,0,1,0
N Buckle,GUE,2019,2019,3,3,10,0,76,3,25.333333333333332,7.6,20,3/26,0,0,0
N Burger,South Africa,2023,2024,10,13,7,0,548,21,46.80952380952381,7.200138688192403,36.507936507936506,4/33,0,0,0
N Chejay,BHU,2019,2024,11,0,0,0,0,0,NA,NA,NA,NA,0,0,0
N Chopra,India,1998,2000,40,38,0,0,1364,46,Inf,3.7274523160762945,Inf,5/21,1,1,0
N Davidovic,CRT,2022,2022,3,2,7,0,53,4,13.25,7.571428571428571,10.5,3/22,0,0,0
N Davin,Namibia,2019,2024,43,0,0,0,0,0,NA,NA,NA,NA,0,0,0
N Deonarine,West Indies,2005,2015,57,49,9,0,1275,30,Inf,6.067198935462408,Inf,4/37,0,0,0
N Dhamba,OMA,2021,2022,11,10,3,0,254,11,Inf,4.086206896551724,Inf,3/20,0,0,0
N Dickwella,Sri Lanka,2014,2023,137,0,0,0,0,0,NA,NA,NA,NA,0,0,0
N Dipakkumar Patel,PAN,2019,2019,3,3,10,0,42,2,21,4.2,30,2/17,0,0,0
N Dutta,Canada,2013,2024,32,31,79.1,1,733,29,36.29,5.474254385964913,45.5,4/12,1,0,0
N Fernandes,United Arab Emirates,2008,2008,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
N Gallichan,New Zealand,1937,1937,1,2,0,0,113,3,37.666666666666664,2.5681818181818183,88,3/99,0,0,0
N Gifford,England,1964,1985,17,23,0,0,1076,37,21.795454545454547,2.248054474708171,61.72727272727273,5/55,1,1,0
N Gnanapragasam,SEY,2024,2024,1,1,2,0,8,0,Inf,4,Inf,NA,0,0,0
N Gordon,South Africa,1938,1939,5,8,0,0,807,20,40.35,2.4628687690742623,98.3,5/103,0,2,0
N Henderson,SUI,2021,2022,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
N Hussain,England,1989,2004,184,1,0,0,15,0,Inf,3,Inf,NA,0,0,0
N Ifill,Canada,2003,2006,4,3,0,0,88,0,Inf,7.333333333333333,Inf,NA,0,0,0
N Kapil Dev,India,1978,1994,356,448,0,0,19812,687,28.549029161581757,3.251464204494331,54.09686526657074,9/83,3,24,2
N Katechis,GRC,2024,2024,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
N Khanna,MLT,2019,2023,24,2,4,0,47,1,47,11.75,24,1/26,0,0,0
N Khosla,MLT,2019,2019,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
N Knights,IOM,2020,2023,18,0,0,0,0,0,NA,NA,NA,NA,0,0,0
N Krishna,SEY,2021,2024,18,15,38.4,0,340,15,22.666666666666668,8.793103448275863,15.466666666666667,2/17,0,0,0
N Kruger,NED,2011,2011,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
N M'shangwe,Zimbabwe,2011,2014,13,15,16,0,837,14,61.43650793650794,5.607218203737191,82.95238095238095,4/82,0,0,0
N Madziva,Zimbabwe,2014,2019,27,27,46.5,0,936,32,30.35,7.446188064604435,24.708333333333336,4/49,2,0,0
N Mapunda,TAN,2021,2021,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
N Master,BOT,2019,2019,2,1,4,0,30,1,30,7.5,24,1/30,0,0,0
N Mourikis,GRC,2021,2021,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
N Mugabe,Kenya,2023,2024,25,4,9.2,0,75,2,37.5,8.035714285714286,27.999999999999996,2/6,0,0,0
N Nankov,BUL,2019,2021,5,2,3,0,28,1,28,9.333333333333334,18,1/13,0,0,0
N Naranbaatar,MNG,2023,2024,13,8,18.4,0,253,1,253,13.55357142857143,111.99999999999999,1/30,0,0,0
N Nazmussakib,SKOR,2022,2022,2,1,1.2,0,17,1,17,12.75,8,1/17,0,0,0
N Ncube,Zimbabwe,2011,2011,2,3,0,0,190,4,72,5.634231805929919,113.83333333333333,3/69,0,0,0
N Ndouteng,CAM,2021,2023,5,3,5.1,0,69,2,34.5,13.354838709677422,15.499999999999998,2/58,0,0,0
N Nipiko,VAN,2019,2024,39,31,94.1,0,771,49,15.73469387755102,8.187610619469027,11.53061224489796,5/19,5,1,0
