match_id,balls_per_over,team1,team2,gender,season,date,event,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire1,umpire2,reserve_umpire,tv_umpire,match_referee,winner,winner_runs,winner_wickets,winner_innings,outcome,method
464531,6,India,New Zealand,male,2010/11,2010/11/04,New Zealand in India Test Series,1,"Sardar Patel Stadium, Motera",Ahmedabad,India,bat,Harbhajan Singh,HDPK Dharmasena,SJ Davis,SN Bandekar,SK Tarapore,RS Madugalle,NA,NA,NA,NA,draw,NA
464532,6,India,New Zealand,male,2010/11,2010/11/12,New Zealand in India Test Series,2,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,New Zealand,bat,BB McCullum,SJA Taufel,HDPK Dharmasena,NA Patwardhan,AM Saheba,RS Madugalle,NA,NA,NA,NA,draw,NA
461571,6,Pakistan,South Africa,male,2010/11,2010/11/12,Pakistan v South Africa Test Series,1,Dubai International Cricket Stadium,NA,South Africa,bat,Younis Khan,DJ Harper,EAR de Silva,Nadeem Ghauri,Ahsan Raza,AJ Pycroft,NA,NA,NA,NA,draw,NA
464533,6,India,New Zealand,male,2010/11,2010/11/20,New Zealand in India Test Series,3,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,New Zealand,bat,R Dravid,SJA Taufel,NJ Llong,K Srinath,SS Hazare,RS Madugalle,India,198,NA,1,NA,NA
461572,6,Pakistan,South Africa,male,2010/11,2010/11/20,Pakistan v South Africa Test Series,2,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,field,AB de Villiers,DJ Harper,EAR de Silva,Zameer Haider,Nadeem Ghauri,AJ Pycroft,NA,NA,NA,NA,draw,NA
464988,6,Sri Lanka,West Indies,male,2010/11,2010/11/23,West Indies in Sri Lanka Test Series,2,R Premadasa Stadium,Colombo,Sri Lanka,bat,KC Sangakkara,RA Kettleborough,Asad Rauf,HDPK Dharmasena,SJ Davis,AG Hurst,NA,NA,NA,NA,draw,NA
428749,6,Australia,England,male,2010/11,2010/11/25,The Ashes,1,"Brisbane Cricket Ground, Woolloongabba",Brisbane,England,bat,AN Cook,BR Doctrove,Aleem Dar,PR Reiffel,AL Hill,JJ Crowe,NA,NA,NA,NA,draw,NA
464989,6,Sri Lanka,West Indies,male,2010/11,2010/12/01,West Indies in Sri Lanka Test Series,3,Pallekele International Cricket Stadium,NA,Sri Lanka,field,NA,BNJ Oxenford,Asad Rauf,REJ Martinesz,RJ Tucker,AG Hurst,NA,NA,NA,NA,draw,NA
428750,6,Australia,England,male,2010/11,2010/12/03,The Ashes,2,Adelaide Oval,NA,Australia,bat,KP Pietersen,AL Hill,M Erasmus,SD Fry,BR Doctrove,JJ Crowe,England,71,NA,1,NA,NA
463146,6,South Africa,India,male,2010/11,2010/12/16,India in South Africa Test Series,1,SuperSport Park,Centurion,South Africa,field,JH Kallis,IJ Gould,SJ Davis,BG Jerling,S George,AJ Pycroft,South Africa,25,NA,1,NA,NA
428751,6,Australia,England,male,2010/11,2010/12/16,The Ashes,3,Western Australia Cricket Association Ground,Perth,England,field,MG Johnson,M Erasmus,BR Doctrove,BNJ Oxenford,Aleem Dar,JJ Crowe,Australia,267,NA,NA,NA,NA
463147,6,South Africa,India,male,2010/11,2010/12/26,India in South Africa Test Series,2,Kingsmead,Durban,South Africa,field,VVS Laxman,SJ Davis,Asad Rauf,S George,JD Cloete,AJ Pycroft,India,87,NA,NA,NA,NA
428752,6,Australia,England,male,2010/11,2010/12/26,The Ashes,4,Melbourne Cricket Ground,NA,England,field,IJL Trott,AL Hill,Aleem Dar,PR Reiffel,M Erasmus,RS Madugalle,England,157,NA,1,NA,NA
463148,6,South Africa,India,male,2010/11,2011/01/02,India in South Africa Test Series,3,Newlands,Cape Town,India,field,JH Kallis,SJA Taufel,IJ Gould,S George,BG Jerling,AJ Pycroft,NA,NA,NA,NA,draw,NA
428753,6,Australia,England,male,2010/11,2011/01/03,The Ashes,5,Sydney Cricket Ground,NA,Australia,bat,AN Cook,BF Bowden,Aleem Dar,BNJ Oxenford,AL Hill,RS Madugalle,England,83,NA,1,NA,NA
473921,6,New Zealand,Pakistan,male,2010/11,2011/01/07,Pakistan in New Zealand Test Series,1,Seddon Park,Hamilton,Pakistan,field,Abdur Rehman,RJ Tucker,DJ Harper,PB Spall,GAV Baxter,RS Mahanama,Pakistan,NA,10,NA,NA,NA
473922,6,New Zealand,Pakistan,male,2010/11,2011/01/15,Pakistan in New Zealand Test Series,2,Basin Reserve,Wellington,New Zealand,bat,Misbah-ul-Haq,RJ Tucker,DJ Harper,PD Jones,CB Gaffaney,RS Mahanama,NA,NA,NA,NA,draw,NA
489218,6,West Indies,Pakistan,male,2011,2011/05/12,Pakistan in West Indies Test Series,1,Providence Stadium,Guyana,West Indies,bat,DJG Sammy,AL Hill,BF Bowden,NA Malcolm,EAR de Silva,AG Hurst,West Indies,40,NA,NA,NA,NA
489219,6,West Indies,Pakistan,male,2011,2011/05/20,Pakistan in West Indies Test Series,2,"Warner Park, Basseterre",St Kitts,Pakistan,bat,Taufeeq Umar,EAR de Silva,BF Bowden,PJ Nero,AL Hill,AG Hurst,Pakistan,196,NA,NA,NA,NA
474463,6,England,Sri Lanka,male,2011,2011/05/26,Sri Lanka in England Test Series,1,Sophia Gardens,Cardiff,Sri Lanka,bat,IJL Trott,BR Doctrove,Aleem Dar,DJ Millns,RJ Tucker,J Srinath,England,14,NA,1,NA,NA
474464,6,England,Sri Lanka,male,2011,2011/06/03,Sri Lanka in England Test Series,2,Lord's,London,Sri Lanka,field,TM Dilshan,RJ Tucker,BR Doctrove,RK Illingworth,Aleem Dar,J Srinath,NA,NA,NA,NA,draw,NA
474465,6,England,Sri Lanka,male,2011,2011/06/16,Sri Lanka in England Test Series,3,The Rose Bowl,Southampton,England,field,CT Tremlett,RJ Tucker,Aleem Dar,NA Mallender,BR Doctrove,AG Hurst,NA,NA,NA,NA,draw,NA
489226,6,West Indies,India,male,2011,2011/06/20,India in West Indies Test Series,1,"Sabina Park, Kingston",Jamaica,India,bat,R Dravid,DJ Harper,IJ Gould,GO Brathwaite,NA Malcolm,JJ Crowe,India,63,NA,NA,NA,NA
489227,6,West Indies,India,male,2011,2011/06/28,India in West Indies Test Series,2,"Kensington Oval, Bridgetown",Barbados,West Indies,field,I Sharma,IJ Gould,Asad Rauf,NA Malcolm,GO Brathwaite,BC Broad,NA,NA,NA,NA,draw,NA
489228,6,West Indies,India,male,2011,2011/07/06,India in West Indies Test Series,3,"Windsor Park, Roseau",Dominica,India,field,S Chanderpaul,RA Kettleborough,Asad Rauf,NA Malcolm,JS Wilson,BC Broad,NA,NA,NA,NA,draw,NA
474472,6,England,India,male,2011,2011/07/21,Pataudi Trophy,1,Lord's,London,India,field,KP Pietersen,BF Bowden,Asad Rauf,RJ Bailey,M Erasmus,RS Madugalle,England,196,NA,NA,NA,NA
474473,6,England,India,male,2011,2011/07/29,Pataudi Trophy,2,Trent Bridge,Nottingham,India,field,SCJ Broad,M Erasmus,Asad Rauf,RT Robinson,BF Bowden,RS Madugalle,England,319,NA,NA,NA,NA
522245,6,Zimbabwe,Bangladesh,male,2011,2011/08/04,NA,NA,Harare Sports Club,NA,Bangladesh,field,BRM Taylor,BNJ Oxenford,HDPK Dharmasena,O Chirombe,TJ Matibiri,RS Mahanama,Zimbabwe,130,NA,NA,NA,NA
474474,6,England,India,male,2011,2011/08/10,Pataudi Trophy,3,Edgbaston,Birmingham,England,field,AN Cook,SJA Taufel,SJ Davis,PJ Hartley,RJ Tucker,RS Madugalle,England,242,NA,1,NA,NA
474475,6,England,India,male,2011,2011/08/18,Pataudi Trophy,4,Kennington Oval,London,England,bat,IR Bell,RJ Tucker,SJA Taufel,NJ Llong,SJ Davis,RS Madugalle,England,8,NA,1,NA,NA
516212,6,Sri Lanka,Australia,male,2011,2011/08/31,Warne-Muralitharan Trophy,1,Galle International Stadium,NA,Australia,bat,MEK Hussey,RA Kettleborough,Aleem Dar,REJ Martinesz,AL Hill,BC Broad,Australia,125,NA,NA,NA,NA
523731,6,Zimbabwe,Pakistan,male,2011,2011/09/01,NA,NA,Queens Sports Club,Bulawayo,Pakistan,field,Mohammad Hafeez,RJ Tucker,IJ Gould,NA,TJ Matibiri,DC Boon,Pakistan,NA,7,NA,NA,NA
516213,6,Sri Lanka,Australia,male,2011,2011/09/08,Warne-Muralitharan Trophy,2,Pallekele International Cricket Stadium,NA,Sri Lanka,bat,MEK Hussey,RA Kettleborough,AL Hill,RSA Palliyaguruge,SK Tarapore,BC Broad,NA,NA,NA,NA,draw,NA
516214,6,Sri Lanka,Australia,male,2011,2011/09/16,Warne-Muralitharan Trophy,3,Sinhalese Sports Club Ground,Colombo,Sri Lanka,field,MEK Hussey,AL Hill,Aleem Dar,EAR de Silva,RA Kettleborough,BC Broad,NA,NA,NA,NA,draw,NA
530424,6,Pakistan,Sri Lanka,male,2011/12,2011/10/18,Pakistan v Sri Lanka Test Series,1,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,field,KC Sangakkara,RJ Tucker,AL Hill,Shozab Raza,Ahsan Raza,DC Boon,NA,NA,NA,NA,draw,NA
530425,6,Pakistan,Sri Lanka,male,2011/12,2011/10/26,Pakistan v Sri Lanka Test Series,2,Dubai International Cricket Stadium,NA,Sri Lanka,bat,Saeed Ajmal,SK Tarapore,AL Hill,Shozab Raza,Zameer Haider,DC Boon,Pakistan,NA,9,NA,NA,NA
531987,6,Bangladesh,West Indies,male,2011/12,2011/10/29,West Indies in Bangladesh Test Series,2,Shere Bangla National Stadium,Mirpur,West Indies,bat,KA Edwards,NJ Llong,HDPK Dharmasena,Enamul Haque,Nadir Shah,AJ Pycroft,West Indies,229,NA,NA,NA,NA
527017,6,Zimbabwe,New Zealand,male,2011/12,2011/11/01,NA,NA,Queens Sports Club,Bulawayo,New Zealand,bat,DL Vettori,BNJ Oxenford,M Erasmus,O Chirombe,TJ Matibiri,BC Broad,New Zealand,34,NA,NA,NA,NA
530426,6,Pakistan,Sri Lanka,male,2011/12,2011/11/03,Pakistan v Sri Lanka Test Series,3,Sharjah Cricket Stadium,NA,Sri Lanka,bat,KC Sangakkara,SJA Taufel,SK Tarapore,Zameer Haider,Shozab Raza,DC Boon,NA,NA,NA,NA,draw,NA
535997,6,India,West Indies,male,2011/12,2011/11/06,West Indies in India Test Series,1,Feroz Shah Kotla,Delhi,West Indies,bat,R Ashwin,RJ Tucker,HDPK Dharmasena,S Ravi,S Asnani,JJ Crowe,India,NA,5,NA,NA,NA
514029,6,South Africa,Australia,male,2011/12,2011/11/09,Australia in South Africa Test Series,1,Newlands,Cape Town,South Africa,field,VD Philander,IJ Gould,BR Doctrove,JD Cloete,BF Bowden,RS Mahanama,South Africa,NA,8,NA,NA,NA
535998,6,India,West Indies,male,2011/12,2011/11/14,West Indies in India Test Series,2,Eden Gardens,Kolkata,India,bat,VVS Laxman,RJ Tucker,BNJ Oxenford,VA Kulkarni,S Ravi,JJ Crowe,India,15,NA,1,NA,NA
514030,6,South Africa,Australia,male,2011/12,2011/11/17,Australia in South Africa Test Series,2,New Wanderers Stadium,Johannesburg,South Africa,bat,PJ Cummins,IJ Gould,BF Bowden,S George,BR Doctrove,RS Mahanama,Australia,NA,2,NA,NA,NA
535999,6,India,West Indies,male,2011/12,2011/11/22,West Indies in India Test Series,3,Wankhede Stadium,Mumbai,West Indies,bat,R Ashwin,BNJ Oxenford,AL Hill,S Ravi,SK Tarapore,DC Boon,NA,NA,NA,NA,draw,NA
518947,6,Australia,New Zealand,male,2011/12,2011/12/01,Trans-Tasman Trophy,1,"Brisbane Cricket Ground, Woolloongabba",Brisbane,New Zealand,bat,JL Pattinson,Asad Rauf,Aleem Dar,BNJ Oxenford,NJ Llong,AJ Pycroft,Australia,NA,9,NA,NA,NA
538072,6,Bangladesh,Pakistan,male,2011/12,2011/12/09,Pakistan in Bangladesh Test Series,1,Zahur Ahmed Chowdhury Stadium,Chittagong,Pakistan,field,Younis Khan,SK Tarapore,BR Doctrove,Sharfuddoula,Enamul Haque,J Srinath,Pakistan,184,NA,1,NA,NA
518948,6,Australia,New Zealand,male,2011/12,2011/12/09,Trans-Tasman Trophy,2,Bellerive Oval,Hobart,Australia,field,DA Warner,NJ Llong,Asad Rauf,PR Reiffel,Aleem Dar,AJ Pycroft,New Zealand,7,NA,NA,NA,NA
514032,6,South Africa,Sri Lanka,male,2011/12,2011/12/15,Sri Lanka in South Africa Test Series,1,SuperSport Park,Centurion,South Africa,field,VD Philander,RJ Tucker,SJ Davis,S George,RA Kettleborough,BC Broad,South Africa,81,NA,1,NA,NA
538073,6,Bangladesh,Pakistan,male,2011/12,2011/12/17,Pakistan in Bangladesh Test Series,2,Shere Bangla National Stadium,Mirpur,Pakistan,field,Shakib Al Hasan,SK Tarapore,BR Doctrove,Nadir Shah,Enamul Haque,DC Boon,Pakistan,NA,7,NA,NA,NA
514033,6,South Africa,Sri Lanka,male,2011/12,2011/12/26,Sri Lanka in South Africa Test Series,2,Kingsmead,Durban,Sri Lanka,bat,HMRKB Herath,RA Kettleborough,SJ Davis,S George,RJ Tucker,BC Broad,Sri Lanka,208,NA,NA,NA,NA
518950,6,Australia,India,male,2011/12,2011/12/26,Border-Gavaskar Trophy,1,Melbourne Cricket Ground,NA,Australia,bat,JL Pattinson,IJ Gould,M Erasmus,AJ Barrow,PR Reiffel,RS Madugalle,Australia,122,NA,NA,NA,NA
514034,6,South Africa,Sri Lanka,male,2011/12,2012/01/03,Sri Lanka in South Africa Test Series,3,Newlands,Cape Town,Sri Lanka,field,JH Kallis,RJ Tucker,RA Kettleborough,JD Cloete,SJ Davis,BC Broad,South Africa,NA,10,NA,NA,NA
518951,6,Australia,India,male,2011/12,2012/01/03,Border-Gavaskar Trophy,2,Sydney Cricket Ground,NA,India,bat,MJ Clarke,IJ Gould,M Erasmus,GA Abood,BNJ Oxenford,RS Madugalle,Australia,68,NA,1,NA,NA
518952,6,Australia,India,male,2011/12,2012/01/13,Border-Gavaskar Trophy,3,Western Australia Cricket Association Ground,Perth,Australia,field,DA Warner,HDPK Dharmasena,Aleem Dar,MD Martell,PR Reiffel,RS Madugalle,Australia,37,NA,1,NA,NA
531628,6,England,Pakistan,male,2011/12,2012/01/17,Pakistan v England Test Series,1,Dubai International Cricket Stadium,NA,England,bat,Saeed Ajmal,BNJ Oxenford,BF Bowden,Ahsan Raza,SJ Davis,J Srinath,Pakistan,NA,10,NA,NA,NA
518953,6,Australia,India,male,2011/12,2012/01/24,Border-Gavaskar Trophy,4,Adelaide Oval,NA,Australia,bat,PM Siddle,HDPK Dharmasena,Aleem Dar,P Wilson,SD Fry,RS Madugalle,Australia,298,NA,NA,NA,NA
531629,6,England,Pakistan,male,2011/12,2012/01/25,Pakistan v England Test Series,2,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,bat,Abdur Rehman,BNJ Oxenford,SJ Davis,Ahsan Raza,BF Bowden,J Srinath,Pakistan,72,NA,NA,NA,NA
520591,6,New Zealand,Zimbabwe,male,2011/12,2012/01/26,NA,NA,McLean Park,Napier,Zimbabwe,field,CS Martin,RJ Tucker,Enamul Haque,BG Frost,NJ Llong,DC Boon,New Zealand,301,NA,1,NA,NA
531630,6,England,Pakistan,male,2011/12,2012/02/03,Pakistan v England Test Series,3,Dubai International Cricket Stadium,NA,Pakistan,bat,Azhar Ali,SJA Taufel,SJ Davis,Shozab Raza,SK Tarapore,JJ Crowe,Pakistan,71,NA,NA,NA,NA
520603,6,New Zealand,South Africa,male,2011/12,2012/03/07,South Africa in New Zealand Test Series,1,University Oval,Dunedin,New Zealand,field,GC Smith,BR Doctrove,Aleem Dar,GAV Baxter,RA Kettleborough,RS Mahanama,NA,NA,NA,NA,draw,NA
520604,6,New Zealand,South Africa,male,2011/12,2012/03/15,South Africa in New Zealand Test Series,2,Seddon Park,Hamilton,South Africa,field,VD Philander,RA Kettleborough,BR Doctrove,BF Bowden,Aleem Dar,RS Madugalle,South Africa,NA,9,NA,NA,NA
520605,6,New Zealand,South Africa,male,2011/12,2012/03/23,South Africa in New Zealand Test Series,3,Basin Reserve,Wellington,New Zealand,field,M Morkel,RA Kettleborough,Aleem Dar,AL Hill,BR Doctrove,RS Madugalle,NA,NA,NA,NA,draw,NA
521225,6,Sri Lanka,England,male,2011/12,2012/03/26,England in Sri Lanka Test Series,1,Galle International Stadium,NA,Sri Lanka,bat,HMRKB Herath,RJ Tucker,Asad Rauf,EAR de Silva,BNJ Oxenford,J Srinath,Sri Lanka,75,NA,NA,NA,NA
521226,6,Sri Lanka,England,male,2011/12,2012/04/03,England in Sri Lanka Test Series,2,P Sara Oval,Colombo,Sri Lanka,bat,KP Pietersen,BNJ Oxenford,Asad Rauf,REJ Martinesz,RJ Tucker,J Srinath,England,NA,8,NA,NA,NA
540176,6,West Indies,Australia,male,2011/12,2012/04/07,The Frank Worrell Trophy,1,"Kensington Oval, Bridgetown",Barbados,West Indies,bat,RJ Harris,AL Hill,IJ Gould,GO Brathwaite,M Erasmus,JJ Crowe,Australia,NA,3,NA,NA,NA
540177,6,West Indies,Australia,male,2011/12,2012/04/15,The Frank Worrell Trophy,2,"Queen's Park Oval, Port of Spain",Trinidad,Australia,bat,KAJ Roach,IJ Gould,M Erasmus,JS Wilson,AL Hill,JJ Crowe,NA,NA,NA,NA,draw,NA
534205,6,England,West Indies,male,2012,2012/05/17,The Wisden Trophy,1,Lord's,London,England,field,SCJ Broad,M Erasmus,Aleem Dar,RT Robinson,Asad Rauf,RS Mahanama,England,NA,5,NA,NA,NA
534206,6,England,West Indies,male,2012,2012/05/25,The Wisden Trophy,2,Trent Bridge,Nottingham,West Indies,bat,TT Bresnan,Asad Rauf,Aleem Dar,NA Mallender,M Erasmus,RS Mahanama,England,NA,9,NA,NA,NA
534207,6,England,West Indies,male,2012,2012/06/07,The Wisden Trophy,3,Edgbaston,Birmingham,England,field,TL Best,AL Hill,HDPK Dharmasena,DJ Millns,Aleem Dar,RS Mahanama,NA,NA,NA,NA,draw,NA
562444,6,Sri Lanka,Pakistan,male,2012,2012/06/22,Pakistan in Sri Lanka Test Series,1,Galle International Stadium,NA,Sri Lanka,bat,KC Sangakkara,IJ Gould,SJ Davis,TH Wijewardene,REJ Martinesz,DC Boon,Sri Lanka,209,NA,NA,NA,NA
562445,6,Sri Lanka,Pakistan,male,2012,2012/06/30,Pakistan in Sri Lanka Test Series,2,Sinhalese Sports Club Ground,Colombo,Sri Lanka,field,Junaid Khan,SJA Taufel,IJ Gould,TH Wijewardene,RSA Palliyaguruge,DC Boon,NA,NA,NA,NA,draw,NA
562446,6,Sri Lanka,Pakistan,male,2012,2012/07/08,Pakistan in Sri Lanka Test Series,3,Pallekele International Cricket Stadium,NA,Sri Lanka,field,Asad Shafiq,SJA Taufel,SJ Davis,RR Wimalasiri,REJ Martinesz,DC Boon,NA,NA,NA,NA,draw,NA
534225,6,England,South Africa,male,2012,2012/07/19,Basil D'Oliveira Trophy,1,Kennington Oval,London,England,bat,HM Amla,SJ Davis,Asad Rauf,MA Gough,HDPK Dharmasena,JJ Crowe,South Africa,12,NA,1,NA,NA
560929,6,West Indies,New Zealand,male,2012,2012/07/25,New Zealand in West Indies Test Series,1,"Sir Vivian Richards Stadium, North Sound",Antigua,New Zealand,bat,SP Narine,PR Reiffel,RA Kettleborough,JS Wilson,M Erasmus,RS Madugalle,West Indies,NA,9,NA,NA,NA
560930,6,West Indies,New Zealand,male,2012,2012/08/02,New Zealand in West Indies Test Series,2,"Sabina Park, Kingston",Jamaica,West Indies,field,MN Samuels,PR Reiffel,M Erasmus,GO Brathwaite,RA Kettleborough,RS Madugalle,West Indies,NA,5,NA,NA,NA
534226,6,England,South Africa,male,2012,2012/08/02,Basil D'Oliveira Trophy,2,Headingley,Leeds,England,field,KP Pietersen,RJ Tucker,SJ Davis,NGB Cook,Asad Rauf,JJ Crowe,NA,NA,NA,NA,draw,NA
534227,6,England,South Africa,male,2012,2012/08/16,Basil D'Oliveira Trophy,3,Lord's,London,South Africa,bat,VD Philander,SJA Taufel,HDPK Dharmasena,PJ Hartley,RJ Tucker,JJ Crowe,South Africa,51,NA,NA,NA,NA
565817,6,India,New Zealand,male,2012,2012/08/23,New Zealand in India Test Series,1,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,bat,R Ashwin,IJ Gould,SJ Davis,C Shamshuddin,VA Kulkarni,BC Broad,India,115,NA,1,NA,NA
565818,6,India,New Zealand,male,2012,2012/08/31,New Zealand in India Test Series,2,M Chinnaswamy Stadium,Bangalore,New Zealand,bat,V Kohli,IJ Gould,SJ Davis,VA Kulkarni,S Asnani,BC Broad,India,NA,5,NA,NA,NA
573007,6,Australia,South Africa,male,2012/13,2012/11/09,South Africa in Australia Test Series,1,"Brisbane Cricket Ground, Woolloongabba",Brisbane,South Africa,bat,MJ Clarke,BF Bowden,Asad Rauf,PR Reiffel,RA Kettleborough,RS Madugalle,NA,NA,NA,NA,draw,NA
587469,6,Bangladesh,West Indies,male,2012/13,2012/11/13,West Indies in Bangladesh Test Series,1,Shere Bangla National Stadium,Mirpur,West Indies,bat,KOA Powell,BNJ Oxenford,RK Illingworth,Anisur Rahman,Enamul Haque,DC Boon,West Indies,77,NA,NA,NA,NA
565806,6,India,England,male,2012/13,2012/11/15,England in India Test Series,1,"Sardar Patel Stadium, Motera",Ahmedabad,India,bat,CA Pujara,AL Hill,Aleem Dar,AK Chaudhary,S Asnani,RS Mahanama,India,NA,9,NA,NA,NA
582192,6,Sri Lanka,New Zealand,male,2012/13,2012/11/17,New Zealand in Sri Lanka Test Series,1,Galle International Stadium,NA,New Zealand,bat,HMRKB Herath,NJ Llong,M Erasmus,TH Wijewardene,REJ Martinesz,J Srinath,Sri Lanka,NA,10,NA,NA,NA
587470,6,Bangladesh,West Indies,male,2012/13,2012/11/21,West Indies in Bangladesh Test Series,2,Sheikh Abu Naser Stadium,Khulna,Bangladesh,bat,MN Samuels,BNJ Oxenford,RK Illingworth,Masudur Rahman,Enamul Haque,DC Boon,West Indies,NA,10,NA,NA,NA
573008,6,Australia,South Africa,male,2012/13,2012/11/22,South Africa in Australia Test Series,2,Adelaide Oval,NA,Australia,bat,F du Plessis,RA Kettleborough,BF Bowden,JD Ward,Asad Rauf,RS Madugalle,NA,NA,NA,NA,draw,NA
565807,6,India,England,male,2012/13,2012/11/23,England in India Test Series,2,Wankhede Stadium,Mumbai,India,bat,KP Pietersen,AL Hill,Aleem Dar,PG Pathak,S Ravi,RS Mahanama,England,NA,10,NA,NA,NA
582193,6,Sri Lanka,New Zealand,male,2012/13,2012/11/25,New Zealand in Sri Lanka Test Series,2,P Sara Oval,Colombo,New Zealand,bat,LRPL Taylor,NJ Llong,M Erasmus,TH Wijewardene,RSA Palliyaguruge,J Srinath,New Zealand,167,NA,NA,NA,NA
573009,6,Australia,South Africa,male,2012/13,2012/11/30,South Africa in Australia Test Series,3,Western Australia Cricket Association Ground,Perth,South Africa,bat,HM Amla,RA Kettleborough,Asad Rauf,JD Ward,BF Bowden,RS Madugalle,South Africa,309,NA,NA,NA,NA
565808,6,India,England,male,2012/13,2012/12/05,England in India Test Series,3,Eden Gardens,Kolkata,India,bat,AN Cook,RJ Tucker,HDPK Dharmasena,S Das,VA Kulkarni,JJ Crowe,England,NA,7,NA,NA,NA
565809,6,India,England,male,2012/13,2012/12/13,England in India Test Series,4,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,England,bat,JM Anderson,RJ Tucker,HDPK Dharmasena,CK Nandan,S Ravi,JJ Crowe,NA,NA,NA,NA,draw,NA
573011,6,Australia,Sri Lanka,male,2012/13,2012/12/14,Warne-Muralitharan Trophy,1,Bellerive Oval,Hobart,Australia,bat,PM Siddle,NJ Llong,AL Hill,SD Fry,Aleem Dar,BC Broad,Australia,137,NA,NA,NA,NA
573012,6,Australia,Sri Lanka,male,2012/13,2012/12/26,Warne-Muralitharan Trophy,2,Melbourne Cricket Ground,NA,Sri Lanka,bat,MG Johnson,NJ Llong,Aleem Dar,JD Ward,AL Hill,BC Broad,Australia,201,NA,1,NA,NA
567356,6,South Africa,New Zealand,male,2012/13,2013/01/02,New Zealand in South Africa Test Series,1,Newlands,Cape Town,New Zealand,bat,VD Philander,RJ Tucker,IJ Gould,S George,HDPK Dharmasena,DC Boon,South Africa,27,NA,1,NA,NA
567357,6,South Africa,New Zealand,male,2012/13,2013/01/11,New Zealand in South Africa Test Series,2,St George's Park,Port Elizabeth,South Africa,bat,DW Steyn,IJ Gould,HDPK Dharmasena,JD Cloete,RJ Tucker,DC Boon,South Africa,193,NA,1,NA,NA
567363,6,South Africa,Pakistan,male,2012/13,2013/02/01,Pakistan in South Africa Test Series,1,New Wanderers Stadium,Johannesburg,South Africa,bat,DW Steyn,BNJ Oxenford,BF Bowden,JD Cloete,SJ Davis,JJ Crowe,South Africa,211,NA,NA,NA,NA
567364,6,South Africa,Pakistan,male,2012/13,2013/02/14,Pakistan in South Africa Test Series,2,Newlands,Cape Town,South Africa,field,RJ Peterson,BNJ Oxenford,SJ Davis,AT Holdstock,BF Bowden,JJ Crowe,South Africa,NA,4,NA,NA,NA
567365,6,South Africa,Pakistan,male,2012/13,2013/02/22,Pakistan in South Africa Test Series,3,SuperSport Park,Centurion,South Africa,bat,KJ Abbott,SJ Davis,BF Bowden,S George,BNJ Oxenford,JJ Crowe,South Africa,18,NA,1,NA,NA
598812,6,India,Australia,male,2012/13,2013/02/22,Border-Gavaskar Trophy,1,"MA Chidambaram Stadium, Chepauk",Chennai,Australia,bat,MS Dhoni,M Erasmus,HDPK Dharmasena,K Srinath,VA Kulkarni,BC Broad,India,NA,8,NA,NA,NA
598813,6,India,Australia,male,2012/13,2013/03/02,Border-Gavaskar Trophy,2,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Australia,bat,CA Pujara,M Erasmus,HDPK Dharmasena,S Das,S Ravi,BC Broad,India,135,NA,1,NA,NA
569243,6,New Zealand,England,male,2012/13,2013/03/06,England in New Zealand Test Series,1,University Oval,Dunedin,New Zealand,field,NA,PR Reiffel,Asad Rauf,CB Gaffaney,RJ Tucker,RS Mahanama,NA,NA,NA,NA,draw,NA
602472,6,Sri Lanka,Bangladesh,male,2012/13,2013/03/08,Bangladesh in Sri Lanka Test Series,1,Galle International Stadium,NA,Sri Lanka,bat,Mushfiqur Rahim,NJ Llong,RK Illingworth,MSK Nandiweera,TH Wijewardene,DC Boon,NA,NA,NA,NA,draw,NA
593988,6,West Indies,Zimbabwe,male,2012/13,2013/03/12,Clive Lloyd Trophy,1,"Kensington Oval, Bridgetown",Barbados,Zimbabwe,bat,S Shillingford,BNJ Oxenford,REJ Martinesz,PJ Nero,AL Hill,JJ Crowe,West Indies,NA,9,NA,NA,NA
569244,6,New Zealand,England,male,2012/13,2013/03/14,England in New Zealand Test Series,2,Basin Reserve,Wellington,New Zealand,field,NA,RJ Tucker,Asad Rauf,GAV Baxter,PR Reiffel,RS Mahanama,NA,NA,NA,NA,draw,NA
598814,6,India,Australia,male,2012/13,2013/03/14,Border-Gavaskar Trophy,3,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Australia,bat,S Dhawan,RA Kettleborough,Aleem Dar,RM Deshpande,S Asnani,RS Madugalle,India,NA,6,NA,NA,NA
602473,6,Sri Lanka,Bangladesh,male,2012/13,2013/03/16,Bangladesh in Sri Lanka Test Series,2,R Premadasa Stadium,Colombo,Sri Lanka,field,HMRKB Herath,NJ Llong,RK Illingworth,RR Wimalasiri,RSA Palliyaguruge,DC Boon,Sri Lanka,NA,7,NA,NA,NA
